ASPECT RATIOS FOR JACOBIAN
2.036679245282992 #769, triangle 257
3.4165170556553517 #770, triangle 257
-0.4057389694538772 #771, triangle 257
2.1128918633321514 #772, triangle 258
1.8878061513029127 #773, triangle 258
-0.49461938534279654 #774, triangle 258
-0.03636200854373379 #775, triangle 259
3.2326040224977284 #776, triangle 259
-0.2239003246059041 #777, triangle 259
-0.1242146831807516 #778, triangle 260
3.5074961360123185 #779, triangle 260
-0.1972145979465259 #780, triangle 260
1.6750195300763542 #781, triangle 261
-0.6883780332056041 #782, triangle 261
-0.19055898254221115 #783, triangle 261
-0.9232212247085635 #784, triangle 262
1.980186855670081 #785, triangle 262
-0.2173502570019752 #786, triangle 262
44.63048498845388 #787, triangle 263
1.8402161327672542 #788, triangle 263
3.73117033603713 #789, triangle 263
6.259742831680647 #790, triangle 264
-0.4388511932615831 #791, triangle 264
31.410989647432903 #792, triangle 264
1.4847975003004212 #793, triangle 265
3.3365822983806184 #794, triangle 265
2.004595185995318 #795, triangle 265
-0.5379016819774377 #796, triangle 266
2.192883999776486 #797, triangle 266
4.637836203148996 #798, triangle 266
10.847649448636925 #799, triangle 267
3.3584072769428905 #800, triangle 267
-0.22143765829063797 #801, triangle 267
8.093908115765625 #802, triangle 268
1.1978083369144865 #803, triangle 268
-0.49378830998249357 #804, triangle 268
5.031885073581195 #805, triangle 269
1.5266361556063959 #806, triangle 269
-0.28072858731924166 #807, triangle 269
18.095049818120824 #808, triangle 270
2.526813557589254 #809, triangle 270
-0.1621059587204257 #810, triangle 270
3.174924579434504 #811, triangle 271
4.038447012614186 #812, triangle 271
-0.2651899204638386 #813, triangle 271
-0.583301375116417 #814, triangle 272
4.5984310500261385 #815, triangle 272
-0.8117322291235354 #816, triangle 272
1.6140538612448647 #817, triangle 273
-0.10656586578295522 #818, triangle 273
-0.27629999999998217 #819, triangle 273
3.671914028463444 #820, triangle 274
-0.11582582622780167 #821, triangle 274
-0.10674555330440613 #822, triangle 274
4.3380645161290134 #823, triangle 275
-0.43928881179531926 #824, triangle 275
2.029515108924825 #825, triangle 275
2.626486189866481 #826, triangle 276
68.66380051594588 #827, triangle 276
2.301472510238189 #828, triangle 276
1.8121455913838984 #829, triangle 277
-0.6099550970804518 #830, triangle 277
6.787522423759261 #831, triangle 277
-0.23377363482792562 #832, triangle 278
3.4020004683370857 #833, triangle 278
-0.10113910032168799 #834, triangle 278
1.8779598444616064 #835, triangle 279
-0.017005289435951167 #836, triangle 279
-0.8741995784114879 #837, triangle 279
-0.3853403319090018 #838, triangle 280
2.335526838790603 #839, triangle 280
-0.1489314866165124 #840, triangle 280
15.719930525401695 #841, triangle 281
2.7390088080746358 #842, triangle 281
4.8427778149464835 #843, triangle 281
2.503145437558189 #844, triangle 282
1.6032987841338544 #845, triangle 282
-0.499235204141643 #846, triangle 282
5.116488463702967 #847, triangle 283
30.400881057283282 #848, triangle 283
-0.10655842273123386 #849, triangle 283
1.753752962865445 #850, triangle 284
2.6658486525076293 #851, triangle 284
-0.48888393941846625 #852, triangle 284
2.155058133217444 #853, triangle 285
7.842710911889272 #854, triangle 285
-0.24744399232964107 #855, triangle 285
16.68440704706806 #856, triangle 286
-0.4674474294694416 #857, triangle 286
9.890216010165698 #858, triangle 286
1.6906549173193668 #859, triangle 287
4.550106198107282 #860, triangle 287
-0.6216321632162956 #861, triangle 287
23.487251135171462 #862, triangle 288
-0.32644108761327695 #863, triangle 288
15.819142281225467 #864, triangle 288
-0.7184401850628436 #865, triangle 289
1.6872416793561404 #866, triangle 289
2.4509602465818014 #867, triangle 289
11.92391909768162 #868, triangle 290
1.2663798971278641 #869, triangle 290
-0.22308163348139437 #870, triangle 290
5.625947220993673 #871, triangle 291
1.999811495852892 #872, triangle 291
-0.3264924895724026 #873, triangle 291
6.138340782732025 #874, triangle 292
4.126423807080027 #875, triangle 292
-0.1895810488573105 #876, triangle 292
-0.21451977435733705 #877, triangle 293
9.910837191840844 #878, triangle 293
-0.014520158321639373 #879, triangle 293
12.713657561624633 #880, triangle 294
46.74028268549792 #881, triangle 294
-0.044313552790917636 #882, triangle 294
1.4360548869807306 #883, triangle 295
6.029648967985477 #884, triangle 295
-0.9622416385985394 #885, triangle 295
3.995220508363913 #886, triangle 296
3.468562950836481 #887, triangle 296
-0.26780637254903306 #888, triangle 296
3.2498689479026006 #889, triangle 297
-0.7422462247736353 #890, triangle 297
4.311808437718932 #891, triangle 297
1.1708250497018629 #892, triangle 298
-0.17872208436730508 #893, triangle 298
-0.37772556390985407 #894, triangle 298
-0.6907221387328929 #895, triangle 299
2.320228692679477 #896, triangle 299
22.74255691768752 #897, triangle 299
2.1216104926032955 #898, triangle 300
-0.5785559554471534 #899, triangle 300
31.63817330210284 #900, triangle 300
1.373708010335909 #901, triangle 301
-0.2236434108527109 #902, triangle 301
-0.4822351421188656 #903, triangle 301
1.1236491990226003 #904, triangle 302
-0.4742825708261426 #905, triangle 302
-0.2901615436392485 #906, triangle 302
-0.47437425506548353 #907, triangle 303
3.4456579648380217 #908, triangle 303
4.525694292586507 #909, triangle 303
1.1190752403049695 #910, triangle 304
1.0498919008813614 #911, triangle 304
-0.7664345854922063 #912, triangle 304
1.088707056416939 #913, triangle 305
6.370114321025688 #914, triangle 305
-0.3692058647345728 #915, triangle 305
2.5340911799051766 #916, triangle 306
-0.6457651489215955 #917, triangle 306
-0.09988540089223284 #918, triangle 306
1.484773860291915 #919, triangle 307
4.828381147540919 #920, triangle 307
-0.5353466026080972 #921, triangle 307
6.8686498686499915 #922, triangle 308
-0.08744547955198063 #923, triangle 308
-0.08281238296621979 #924, triangle 308
1.757210529471627 #925, triangle 309
2.1242291736740615 #926, triangle 309
-0.4935520504731927 #927, triangle 309
3.737882201480549 #928, triangle 310
9.175235207562634 #929, triangle 310
-0.12048851728371132 #930, triangle 310
2.1296643877580776 #931, triangle 311
9.305894131986392 #932, triangle 311
-0.3378368512419515 #933, triangle 311
1.0945119081238612 #934, triangle 312
4.581145757794957 #935, triangle 312
-0.8872292938954741 #936, triangle 312
-0.5305614815487273 #937, triangle 313
2.5837019289839005 #938, triangle 313
3.2475474848674297 #939, triangle 313
16.74272794469329 #940, triangle 314
19.23964657089537 #941, triangle 314
-0.059842911721673414 #942, triangle 314
1.5978619335235407 #943, triangle 315
5.501477132493145 #944, triangle 315
-0.3622993964748674 #945, triangle 315
2495.268292658477 #946, triangle 316
8.59370793032752 #947, triangle 316
-0.060906931903687504 #948, triangle 316
2.8477865873803587 #949, triangle 317
3447.8666667971606 #950, triangle 317
-0.16734662309789283 #951, triangle 317
-0.317008813859031 #952, triangle 318
21.608860241457748 #953, triangle 318
41.52552102832759 #954, triangle 318
2.0124999999999678 #955, triangle 319
12.98451276102061 #956, triangle 319
-0.12180309253306416 #957, triangle 319
17.8592629482075 #958, triangle 320
9.60519801980251 #959, triangle 320
-0.11073115127829909 #960, triangle 320
7.058119302983989 #961, triangle 321
-0.2863168390876238 #962, triangle 321
-0.011137718096000926 #963, triangle 321
-0.7420504024278008 #964, triangle 322
26.790266512170128 #965, triangle 322
4.335390199637102 #966, triangle 322
-0.16680633189984528 #967, triangle 323
1.0007599309153763 #968, triangle 323
1.3761368034055343 #969, triangle 323
1.1642934098313638 #970, triangle 324
7.8820771363750675 #971, triangle 324
-0.31623374850308444 #972, triangle 324
1.748634935974803 #973, triangle 325
-0.700383453404686 #974, triangle 325
9.055474452551783 #975, triangle 325
-0.1866251944012456 #976, triangle 326
2.5907069665528706 #977, triangle 326
1.3332227841803732 #978, triangle 326
6.313389187479963 #979, triangle 327
-0.6717210675952432 #980, triangle 327
2.5981768999888706 #981, triangle 327
4.585740206800562 #982, triangle 328
8.520974049057845 #983, triangle 328
-0.21111407993975995 #984, triangle 328
13.112704976472271 #985, triangle 329
-0.08325545765888517 #986, triangle 329
-0.024534690583649574 #987, triangle 329
13.766291984477338 #988, triangle 330
-0.16141828047525045 #989, triangle 330
-0.28743700503958897 #990, triangle 330
2.01708840898068 #991, triangle 331
2.237679482459452 #992, triangle 331
-0.7742617472549824 #993, triangle 331
4.004090249373225 #994, triangle 332
18.63999806515587 #995, triangle 332
-0.07276271861063949 #996, triangle 332
1.0645882440977217 #997, triangle 333
-0.37223795389671804 #998, triangle 333
-0.6192475167315585 #999, triangle 333
1.4410349113094483 #1000, triangle 334
9.720525705451468 #1001, triangle 334
-0.550426691625833 #1002, triangle 334
-0.05304054054054494 #1003, triangle 335
7.454895136917209 #1004, triangle 335
-0.0776289926289868 #1005, triangle 335
4.634182521767043 #1006, triangle 336
-0.6670734390941503 #1007, triangle 336
5.277541553923774 #1008, triangle 336
22.123886138612953 #1009, triangle 337
-0.34932066871945333 #1010, triangle 337
14.000183823530234 #1011, triangle 337
6.049618091057204 #1012, triangle 338
14.033226250572614 #1013, triangle 338
-0.10852205309631134 #1014, triangle 338
3.563558467741905 #1015, triangle 339
39.79211538461464 #1016, triangle 339
-0.1092360331293024 #1017, triangle 339
29.055095167821307 #1018, triangle 340
22.82992743965586 #1019, triangle 340
-0.03957191177827448 #1020, triangle 340
1.2427624694803037 #1021, triangle 341
-0.09069340756674155 #1022, triangle 341
1.3031914893618637 #1023, triangle 341
-0.5582252358490654 #1024, triangle 342
4.699671666773529 #1025, triangle 342
9.708794408854375 #1026, triangle 342
1.1288766980146288 #1027, triangle 343
3.44283576438347 #1028, triangle 343
-0.3974075844486924 #1029, triangle 343
27.830789358917173 #1030, triangle 344
4.063672045355557 #1031, triangle 344
-0.13992372234935682 #1032, triangle 344
2.4566342972543107 #1033, triangle 345
1.2131703633996298 #1034, triangle 345
-0.49876462414697836 #1035, triangle 345
2.2686757215620355 #1036, triangle 346
1.2989604989604784 #1037, triangle 346
-0.5685036683159744 #1038, triangle 346
-0.4123446579755055 #1039, triangle 347
3.9209258763713772 #1040, triangle 347
1.8924014689735784 #1041, triangle 347
13.051948051958599 #1042, triangle 348
1.1840942562592338 #1043, triangle 348
-0.466106965174145 #1044, triangle 348
-0.3816593886463004 #1045, triangle 349
1.178778421756591 #1046, triangle 349
-0.8094919786095809 #1047, triangle 349
1.0316233501156593 #1048, triangle 350
1.6377385841991365 #1049, triangle 350
-0.7610124595310419 #1050, triangle 350
1.081485286982314 #1051, triangle 351
1.5927496059568098 #1052, triangle 351
-0.7106119873816991 #1053, triangle 351
1.1023413206511659 #1054, triangle 352
3.4675818723126137 #1055, triangle 352
7.3720455208621996 #1056, triangle 352
7.288179242853386 #1057, triangle 353
6.859894077997157 #1058, triangle 353
-0.15638832997988564 #1059, triangle 353
6.941494231824519 #1060, triangle 354
-0.33880170104574786 #1061, triangle 354
1.4993531998965077 #1062, triangle 354
1.5442144625269814 #1063, triangle 355
2.421073019562222 #1064, triangle 355
-0.4642294946147562 #1065, triangle 355
2.6503617945006295 #1066, triangle 356
1.2440784446897224 #1067, triangle 356
-0.742226187820639 #1068, triangle 356
5.1597684515206925 #1069, triangle 357
1.1587853866835236 #1070, triangle 357
-0.9508760022058862 #1071, triangle 357
1.6666666666666667 #1072, triangle 358
4.749868351764296 #1073, triangle 358
-0.30022376926901606 #1074, triangle 358
-0.14916627115961908 #1075, triangle 359
2.7094525768829785 #1076, triangle 359
-0.24404661926357238 #1077, triangle 359
4.423191380194396 #1078, triangle 360
-0.011053140096618693 #1079, triangle 360
-0.5325203252033498 #1080, triangle 360
2.467477255335472 #1081, triangle 361
27.190710138440163 #1082, triangle 361
-0.2598156816852063 #1083, triangle 361
-0.18771278076355383 #1084, triangle 362
-0.07542703966692754 #1085, triangle 362
1.008360590920523 #1086, triangle 362
7.815456362425863 #1087, triangle 363
38.11572438161333 #1088, triangle 363
-0.06665231502947185 #1089, triangle 363
3.866376367542017 #1090, triangle 364
-0.8657946492679367 #1091, triangle 364
-0.8062084689576607 #1092, triangle 364
-0.40378137200221553 #1093, triangle 365
19.614813094961068 #1094, triangle 365
2.2570760970436097 #1095, triangle 365
-0.7143034517009615 #1096, triangle 366
12.559225229699454 #1097, triangle 366
7.423392103302668 #1098, triangle 366
-0.13919471863662994 #1099, triangle 367
5.136881610371743 #1100, triangle 367
2.0518578937828575 #1101, triangle 367
-0.05529107776140787 #1102, triangle 368
1.1532953078812664 #1103, triangle 368
-0.376040593590781 #1104, triangle 368
1.1755882440431835 #1105, triangle 369
-0.3098309105238089 #1106, triangle 369
-0.174376482083915 #1107, triangle 369
1.0275130630253635 #1108, triangle 370
-0.04614419885334832 #1109, triangle 370
-0.3168975253595981 #1110, triangle 370
-0.3208873831016704 #1111, triangle 371
12.053168244720235 #1112, triangle 371
11.185580389329106 #1113, triangle 371
1.5730316576953076 #1114, triangle 372
-0.13350929605244216 #1115, triangle 372
1.7585186696595272 #1116, triangle 372
7.997033898305086 #1117, triangle 373
-0.3902761076135919 #1118, triangle 373
88.70581395347402 #1119, triangle 373
6.653755340679202 #1120, triangle 374
-0.15001576227743976 #1121, triangle 374
-0.07793811626053163 #1122, triangle 374
27.287576020848192 #1123, triangle 375
3.453953084274426 #1124, triangle 375
1.8262380538658554 #1125, triangle 375
1.6716425330930307 #1126, triangle 376
9.608872206107954 #1127, triangle 376
-0.4610275237145403 #1128, triangle 376
2.0727236453595097 #1129, triangle 377
4.233267332673308 #1130, triangle 377
1.4813574898254085 #1131, triangle 377
-0.3555763179466371 #1132, triangle 378
1.7804523548461066 #1133, triangle 378
2.012543394498897 #1134, triangle 378
3.658088469290315 #1135, triangle 379
11.721231237763524 #1136, triangle 379
-0.15466524381756924 #1137, triangle 379
3.3739306945048253 #1138, triangle 380
6.506047411707828 #1139, triangle 380
-0.2745109190172877 #1140, triangle 380
3.2658583988894683 #1141, triangle 381
11.777739190829628 #1142, triangle 381
4.88472030045438 #1143, triangle 381
2.296379894087974 #1144, triangle 382
2.2599765480198295 #1145, triangle 382
-0.3620980134411876 #1146, triangle 382
-0.7343713688124106 #1147, triangle 383
3.053877748248401 #1148, triangle 383
14.762043795621393 #1149, triangle 383
1.4723378941105936 #1150, triangle 384
4.373966042664418 #1151, triangle 384
-0.45998352747382254 #1152, triangle 384
2.871054155806325 #1153, triangle 385
4.493947292209868 #1154, triangle 385
-0.2384174549471658 #1155, triangle 385
-0.9238795986622579 #1156, triangle 386
1.963741673906735 #1157, triangle 386
-0.9693992139248218 #1158, triangle 386
2.727879746835455 #1159, triangle 387
12.816139240504894 #1160, triangle 387
-0.2666694796358672 #1161, triangle 387
1.7198847585729458 #1162, triangle 388
3.9660175393347683 #1163, triangle 388
-0.5379326069217094 #1164, triangle 388
2.544068117313211 #1165, triangle 389
1.8102322484827977 #1166, triangle 389
-0.44903414535734415 #1167, triangle 389
-0.018189295204323937 #1168, triangle 390
1.194995975315318 #1169, triangle 390
1.3717301514456874 #1170, triangle 390
6.727914852443033 #1171, triangle 391
1.2002086956521103 #1172, triangle 391
1627.6666666200003 #1173, triangle 391
6.971414709092971 #1174, triangle 392
7.963421392943044 #1175, triangle 392
-0.13887625852549515 #1176, triangle 392
9.848388260764501 #1177, triangle 393
1.7886023106589641 #1178, triangle 393
-0.4434702154383044 #1179, triangle 393
31.23899141978255 #1180, triangle 394
28.033173186913785 #1181, triangle 394
-0.03515692102674141 #1182, triangle 394
2.0210526315789346 #1183, triangle 395
12.284471509352429 #1184, triangle 395
-0.3052165419665613 #1185, triangle 395
-0.4309319383635666 #1186, triangle 396
1.1302309166078448 #1187, triangle 396
-0.06815746793139688 #1188, triangle 396
1.0879614081152935 #1189, triangle 397
15.792831201642473 #1190, triangle 397
-0.39113703794587845 #1191, triangle 397
6.378704535249156 #1192, triangle 398
-0.4643431150731444 #1193, triangle 398
22.899897698209493 #1194, triangle 398
1.1061847225066637 #1195, triangle 399
4.930045596352424 #1196, triangle 399
-0.5000998630449666 #1197, triangle 399
-0.4893601245643899 #1198, triangle 400
1.193306559571634 #1199, triangle 400
6.773707977923413 #1200, triangle 400
1.1000421874176003 #1201, triangle 401
-0.6735815191511676 #1202, triangle 401
6.620629687330154 #1203, triangle 401
5.18896221456521 #1204, triangle 402
-0.5295520344566949 #1205, triangle 402
23.941559852270736 #1206, triangle 402
2.8353197674419284 #1207, triangle 403
2.9412790697675586 #1208, triangle 403
-0.32541244135007663 #1209, triangle 403
1.1851421188630933 #1210, triangle 404
1.8885658914728194 #1211, triangle 404
-0.7106132941609 #1212, triangle 404
3.2077906976745396 #1213, triangle 405
3.031976744186063 #1214, triangle 405
-0.4425006431695154 #1215, triangle 405
-0.0025098039216582936 #1216, triangle 406
1.8329917254990287 #1217, triangle 406
-0.06328967196013183 #1218, triangle 406
1.4989767727411765 #1219, triangle 407
3.149126764194023 #1220, triangle 407
-0.7407551417169644 #1221, triangle 407
2.641020408163283 #1222, triangle 408
1.651655052264703 #1223, triangle 408
2.5902500000003013 #1224, triangle 408
2.8746511627907556 #1225, triangle 409
1.699418604651159 #1226, triangle 409
-0.5424584088937818 #1227, triangle 409
2.4100947323960824 #1228, triangle 410
6.569586751862087 #1229, triangle 410
-0.49448015095540077 #1230, triangle 410
82.52991452993751 #1231, triangle 411
-0.45710826049116166 #1232, triangle 411
2.687935460212699 #1233, triangle 411
5.918216684771764 #1234, triangle 412
-0.5222774203887288 #1235, triangle 412
16.22439551208957 #1236, triangle 412
-0.442094426478623 #1237, triangle 413
2.8223194313267124 #1238, triangle 413
2.3111227323547214 #1239, triangle 413
1.4153410248338048 #1240, triangle 414
-0.13274870411133072 #1241, triangle 414
-0.22609325187658955 #1242, triangle 414
-0.09521611821911825 #1243, triangle 415
1.0856011394454035 #1244, triangle 415
-0.24547857664168682 #1245, triangle 415
1.7166235287449723 #1246, triangle 416
1.0698273335536579 #1247, triangle 416
-0.8125023640512905 #1248, triangle 416
-0.049443989230946714 #1249, triangle 417
9.63297045101164 #1250, triangle 417
2.0936662434758393 #1251, triangle 417
-0.8277980218636082 #1252, triangle 418
-0.019515232057660637 #1253, triangle 418
4.609951456310667 #1254, triangle 418
1.1799293759381442 #1255, triangle 419
2.7353509815585935 #1256, triangle 419
-0.6853132598535249 #1257, triangle 419
1.06428937950634 #1258, triangle 420
-0.5590922623415494 #1259, triangle 420
-0.1051655756295716 #1260, triangle 420
1.4884116136963488 #1261, triangle 421
-0.961187457831752 #1262, triangle 421
-0.11166586940923277 #1263, triangle 421
2.142901541521648 #1264, triangle 422
-0.12961232316070823 #1265, triangle 422
-0.106054213690538 #1266, triangle 422
-0.6083103667585338 #1267, triangle 423
1.631694690062821 #1268, triangle 423
4.216230646022042 #1269, triangle 423
1.3788752047564172 #1270, triangle 424
-0.2139024000365373 #1271, triangle 424
-0.16244333094726757 #1272, triangle 424
29.798692810456956 #1273, triangle 425
5.1679515418503135 #1274, triangle 425
-0.0800295493720779 #1275, triangle 425
6.264496439471097 #1276, triangle 426
-0.8014646053700837 #1277, triangle 426
-0.2054243070362408 #1278, triangle 426
7.55247686723596 #1279, triangle 427
11.897869768848022 #1280, triangle 427
-0.10310011212188054 #1281, triangle 427
-0.014839859132320408 #1282, triangle 428
3.736905256357004 #1283, triangle 428
-0.08128432598407746 #1284, triangle 428
4.83173472184157 #1285, triangle 429
3.197911227154242 #1286, triangle 429
-0.01966094894171649 #1287, triangle 429
1.0004512053628751 #1288, triangle 430
-0.09920922283692366 #1289, triangle 430
-0.545136053525816 #1290, triangle 430
5.885300141799403 #1291, triangle 431
1.3084888775249146 #1292, triangle 431
-0.4432698054319646 #1293, triangle 431
2.122720084343645 #1294, triangle 432
1.950213509316666 #1295, triangle 432
-0.41444816053511735 #1296, triangle 432
2.5618556701030957 #1297, triangle 433
3.813710099424431 #1298, triangle 433
5.010460251046326 #1299, triangle 433
3.571011340686615 #1300, triangle 434
-0.251636318127771 #1301, triangle 434
-0.13516156942406587 #1302, triangle 434
-0.7305966651040854 #1303, triangle 435
1.236148407957469 #1304, triangle 435
-0.7018069265517786 #1305, triangle 435
-0.016603751327132932 #1306, triangle 436
5.845500167280287 #1307, triangle 436
3.5162503508277942 #1308, triangle 436
1.3164887524625517 #1309, triangle 437
-0.24367182531270026 #1310, triangle 437
3.068339562199718 #1311, triangle 437
1.3946406820950568 #1312, triangle 438
1.1418636995827993 #1313, triangle 438
-0.5250799451804383 #1314, triangle 438
2.9671712777681387 #1315, triangle 439
1.3427918689477882 #1316, triangle 439
-0.6974796715077424 #1317, triangle 439
3.200539490094902 #1318, triangle 440
-0.21272763164387443 #1319, triangle 440
-0.1638731758330619 #1320, triangle 440
-0.09920757967269019 #1321, triangle 441
1.548797826963486 #1322, triangle 441
-0.20883002207505252 #1323, triangle 441
3.858921161825709 #1324, triangle 442
2.062710343280217 #1325, triangle 442
-0.3521301820406886 #1326, triangle 442
1.2481720118727748 #1327, triangle 443
2.0336214063376246 #1328, triangle 443
-0.4254305877708098 #1329, triangle 443
-0.7296165608092242 #1330, triangle 444
2.165977072078008 #1331, triangle 444
-0.07645801076458046 #1332, triangle 444
2.5356393371445525 #1333, triangle 445
2.1763736018894 #1334, triangle 445
-0.45223351817620766 #1335, triangle 445
2.0523409363745593 #1336, triangle 446
14.403571428546227 #1337, triangle 446
-0.9994057724957714 #1338, triangle 446
2.5872313527180464 #1339, triangle 447
4.400969932104326 #1340, triangle 447
1.4225619399051885 #1341, triangle 447
17.69090176051627 #1342, triangle 448
-0.20002608468827424 #1343, triangle 448
7.2501321652441595 #1344, triangle 448
3.6448878804055833 #1345, triangle 449
1.5252384025238153 #1346, triangle 449
-0.7457118014386276 #1347, triangle 449
-0.21160282632958446 #1348, triangle 450
1.4540580789277506 #1349, triangle 450
-0.7937268568939793 #1350, triangle 450
2.3844026672018535 #1351, triangle 451
14.957646718704638 #1352, triangle 451
-0.2001275700392702 #1353, triangle 451
-0.8314346398918789 #1354, triangle 452
3.3850992638857647 #1355, triangle 452
-0.05892184115831305 #1356, triangle 452
2.7629895931882884 #1357, triangle 453
1.61900494200188 #1358, triangle 453
-0.4658025191948029 #1359, triangle 453
1.8002103049421254 #1360, triangle 454
2.999271491015089 #1361, triangle 454
-0.22902383284362435 #1362, triangle 454
1.0663392563661185 #1363, triangle 455
-0.050584447602741535 #1364, triangle 455
-0.4329247070652315 #1365, triangle 455
1.9583846878851854 #1366, triangle 456
2.362084376117183 #1367, triangle 456
-0.4809706761238718 #1368, triangle 456
2.240695835529809 #1369, triangle 457
1.0250858319981457 #1370, triangle 457
-0.6625121398510654 #1371, triangle 457
5.2225935828874555 #1372, triangle 458
5.144694533762228 #1373, triangle 458
1.7012014626501333 #1374, triangle 458
-0.10084054511091867 #1375, triangle 459
4.251506679093014 #1376, triangle 459
2.319129438717046 #1377, triangle 459
2.5118620925072976 #1378, triangle 460
1.6678527266762397 #1379, triangle 460
-0.481401993777399 #1380, triangle 460
2.693881164401386 #1381, triangle 461
5.689197026414291 #1382, triangle 461
-0.6217309810991406 #1383, triangle 461
1.4845672983004465 #1384, triangle 462
1.807874295352657 #1385, triangle 462
-0.9828723209378865 #1386, triangle 462
9.993588099512467 #1387, triangle 463
7.707636125797464 #1388, triangle 463
-0.11808894067911031 #1389, triangle 463
-0.029455955950376027 #1390, triangle 464
-0.7212975714254498 #1391, triangle 464
4.072761407605835 #1392, triangle 464
-0.3147124449007568 #1393, triangle 465
1.7837634254990415 #1394, triangle 465
1.8399232159326953 #1395, triangle 465
1.863994484932056 #1396, triangle 466
1.247365683573814 #1397, triangle 466
-0.7569787631895303 #1398, triangle 466
-0.24646423829590805 #1399, triangle 467
12.320051746442685 #1400, triangle 467
50.23537825810923 #1401, triangle 467
26.19367062679202 #1402, triangle 468
22.251658510060736 #1403, triangle 468
-0.042677562510996005 #1404, triangle 468
-0.7280870353581402 #1405, triangle 469
5.654905079017924 #1406, triangle 469
16.283890152178433 #1407, triangle 469
2.0705236690682614 #1408, triangle 470
2.1296146279366677 #1409, triangle 470
-0.9116907240431428 #1410, triangle 470
4.602876286974988 #1411, triangle 471
1.8223833257816495 #1412, triangle 471
-0.39193675889329804 #1413, triangle 471
16.03166953528544 #1414, triangle 472
6.472651677229197 #1415, triangle 472
-0.09436922367707012 #1416, triangle 472
2.8531149225192984 #1417, triangle 473
-0.4166316168959674 #1418, triangle 473
-0.848735947643429 #1419, triangle 473
1.2103563889233828 #1420, triangle 474
3.786362506215834 #1421, triangle 474
-0.2652029860761592 #1422, triangle 474
1.3668885869565193 #1423, triangle 475
6.121521739131288 #1424, triangle 475
-0.45458498023716504 #1425, triangle 475
5.305982567353367 #1426, triangle 476
1.0164091437730267 #1427, triangle 476
-0.4797596603362907 #1428, triangle 476
6.6256775359201745 #1429, triangle 477
1.5730247182179316 #1430, triangle 477
-0.398995059107126 #1431, triangle 477
-0.5125374335136206 #1432, triangle 478
6.829063297009012 #1433, triangle 478
10.372423430767563 #1434, triangle 478
10.345895715023799 #1435, triangle 479
1.7822938203537835 #1436, triangle 479
-0.5861672007716 #1437, triangle 479
-0.1992705892141492 #1438, triangle 480
8.891614745586587 #1439, triangle 480
-0.008162686884429613 #1440, triangle 480
-0.2449114688985979 #1441, triangle 481
7.375475946775799 #1442, triangle 481
-0.0076912128430363744 #1443, triangle 481
-0.023731968357377196 #1444, triangle 482
1.7276667088447133 #1445, triangle 482
-0.7882422778539874 #1446, triangle 482
-0.5726544026887516 #1447, triangle 483
42.8038658328583 #1448, triangle 483
2.168674261664545 #1449, triangle 483
2.985861865407408 #1450, triangle 484
5.478159330838989 #1451, triangle 484
-0.504935094001802 #1452, triangle 484
3.746205098493531 #1453, triangle 485
4.897093825629543 #1454, triangle 485
-0.599947279628849 #1455, triangle 485
3.0805837265075136 #1456, triangle 486
-0.897130319379509 #1457, triangle 486
15.834891997021064 #1458, triangle 486
2.136813795285552 #1459, triangle 487
5.002790935859768 #1460, triangle 487
-0.6793579357935733 #1461, triangle 487
6.0268598159046425 #1462, triangle 488
5.005359056805948 #1463, triangle 488
-0.20791201575836993 #1464, triangle 488
4.107083484608168 #1465, triangle 489
-0.9764464031386896 #1466, triangle 489
7.418089577102098 #1467, triangle 489
2.996776880454854 #1468, triangle 490
-0.7935643960617776 #1469, triangle 490
37.67867690488395 #1470, triangle 490
-0.38435430463574627 #1471, triangle 491
2.0289205246048567 #1472, triangle 491
-0.5301257253384575 #1473, triangle 491
4.657081970165364 #1474, triangle 492
-0.473617699309548 #1475, triangle 492
4.496804764596185 #1476, triangle 492
-0.26388959102168563 #1477, triangle 493
6.26013513513532 #1478, triangle 493
-0.026747841708672677 #1479, triangle 493
-0.14265753995176605 #1480, triangle 494
31.518253775947912 #1481, triangle 494
136.33267500548197 #1482, triangle 494
1.7186801630077133 #1483, triangle 495
-0.3269002520120367 #1484, triangle 495
7.951135135134502 #1485, triangle 495
4.985172004744874 #1486, triangle 496
-0.518390584020978 #1487, triangle 496
2.420280745862088 #1488, triangle 496
2.2222893604679577 #1489, triangle 497
11.782933418084195 #1490, triangle 497
-0.9671268530044118 #1491, triangle 497
-0.37760637109171147 #1492, triangle 498
3.5978777589134383 #1493, triangle 498
-0.054790521688852394 #1494, triangle 498
2.1746277915631964 #1495, triangle 499
-0.07327617791456505 #1496, triangle 499
-0.18143108395815052 #1497, triangle 499
5.586089328332819 #1498, triangle 500
-0.6458240177891641 #1499, triangle 500
2.9326076516728063 #1500, triangle 500
6.089035032249946 #1501, triangle 501
-0.7439040448859277 #1502, triangle 501
3.354941165215753 #1503, triangle 501
2.5449622579586806 #1504, triangle 502
12.8028127746846 #1505, triangle 502
-0.7786885245901578 #1506, triangle 502
-0.38928454930956446 #1507, triangle 503
2.836946848960404 #1508, triangle 503
-0.20450874234490343 #1509, triangle 503
1.2001103825595534 #1510, triangle 504
-0.8827482303424554 #1511, triangle 504
-0.2718532235271158 #1512, triangle 504
1.6385425727264382 #1513, triangle 505
-0.45968551354966497 #1514, triangle 505
-0.7732809430255327 #1515, triangle 505
