ASPECT RATIOS FOR JACOBIAN
2.781562216167045 #1516, triangle 506
-0.06997427416390754 #1517, triangle 506
2.2085661080075467 #1518, triangle 506
4.259984785089644 #1519, triangle 507
3.868766220102425 #1520, triangle 507
-0.31376456935264274 #1521, triangle 507
8.385666443402647 #1522, triangle 508
2.4986952396014437 #1523, triangle 508
-0.29617816652274365 #1524, triangle 508
-0.8770033650829684 #1525, triangle 509
8.375475802066072 #1526, triangle 509
8.779869933454162 #1527, triangle 509
3.179788718357587 #1528, triangle 510
-0.08023592922122798 #1529, triangle 510
-0.4749223441706483 #1530, triangle 510
3.4670675830476947 #1531, triangle 511
5.920847268673445 #1532, triangle 511
-0.1210161154876643 #1533, triangle 511
12.822906155398517 #1534, triangle 512
174.25322997409884 #1535, triangle 512
-0.05458593605046713 #1536, triangle 512
33.77540106952999 #1537, triangle 513
7.657052602664371 #1538, triangle 513
-0.07651249735474842 #1539, triangle 513
-0.5601971665221832 #1540, triangle 514
3.8804271132226535 #1541, triangle 514
3.5852091753433086 #1542, triangle 514
6.3722028841374065 #1543, triangle 515
1.0261819743265284 #1544, triangle 515
-0.5506239843007376 #1545, triangle 515
11.72579113924106 #1546, triangle 516
3.219367088607608 #1547, triangle 516
-0.2618793573182255 #1548, triangle 516
5.164592313763613 #1549, triangle 517
-0.521583540638639 #1550, triangle 517
2.411515972382825 #1551, triangle 517
-0.7251685882097306 #1552, triangle 518
2.2372850895583274 #1553, triangle 518
-0.8286526387238726 #1554, triangle 518
3.2273877737547227 #1555, triangle 519
6.100674774269725 #1556, triangle 519
-0.9636809746940899 #1557, triangle 519
-0.05401815067114002 #1558, triangle 520
1.2611101444231887 #1559, triangle 520
3.11677774558089 #1560, triangle 520
1.1881817145085392 #1561, triangle 521
-0.13294796234461154 #1562, triangle 521
-0.19626426824677948 #1563, triangle 521
-0.1239289334817197 #1564, triangle 522
-0.24440212540398995 #1565, triangle 522
1.319154012435185 #1566, triangle 522
-0.28007275268566745 #1567, triangle 523
1.4241587524419228 #1568, triangle 523
-0.306837777180837 #1569, triangle 523
-0.11166217021983763 #1570, triangle 524
-0.26125446235510597 #1571, triangle 524
1.4133003727614755 #1572, triangle 524
-0.29700164306541016 #1573, triangle 525
1.5314423686867338 #1574, triangle 525
-0.3339860473217634 #1575, triangle 525
12.236932330827294 #1576, triangle 526
10.379902098688452 #1577, triangle 526
-0.0890204191614033 #1578, triangle 526
-0.45894907783319827 #1579, triangle 527
1.5360626970435995 #1580, triangle 527
-0.4531517501369389 #1581, triangle 527
-0.5242593743526234 #1582, triangle 528
1.3805027539652304 #1583, triangle 528
-0.666521676091074 #1584, triangle 528
#The minimum value is -0.9994057724957714, which is in quad 1338 {(0.5438666666666666, -0.32634433333333335)(0.5431, -0.33161300000000005)(0.53908, -0.330753)(0.54224, -0.32328)}, which is in triangle 446 {(0.54712, -0.332473)(0.5454, -0.315807)(0.53908, -0.330753)}
#The maximum value is 3447.8666667971606, which is in quad 950 {(0.568391, -0.6422466666666667)(0.56868, -0.6422464999999999)(0.56724, -0.6365)(0.5675265, -0.6393735)}, which is in triangle 317 {(0.56724, -0.6365)(0.567813, -0.642247)(0.57012, -0.647993)}
#The mean average is 8.66819142743606

