ASPECT RATIOS FOR JACOBIAN
1.4265248855412853 #277, triangle 93
1.4860132060319875 #278, triangle 93
5.112412493268596 #279, triangle 93
2.348123563951951 #280, triangle 94
1.1105335737774589 #281, triangle 94
1.8458677066146763 #282, triangle 94
3.119661722475334 #283, triangle 95
4.927595628415315 #284, triangle 95
7.17296550494693 #285, triangle 95
-0.10401008736052007 #286, triangle 96
2.4101746807306017 #287, triangle 96
1.3800005289466113 #288, triangle 96
1.7303013125191047 #289, triangle 97
1.247245501340038 #290, triangle 97
2.648758024002347 #291, triangle 97
1.7339956703262493 #292, triangle 98
1.9344420808354372 #293, triangle 98
1.898882260960161 #294, triangle 98
1.2783062455835517 #295, triangle 99
1.417166563884041 #296, triangle 99
1.345431125928129 #297, triangle 99
5.043425401239519 #298, triangle 100
3.162785069968876 #299, triangle 100
1.9586863184676828 #300, triangle 100
2.8222993628628874 #301, triangle 101
2.1547029254322894 #302, triangle 101
1.7973270319620693 #303, triangle 101
1.0357042098993867 #304, triangle 102
2.097378355704688 #305, triangle 102
2.548344190170854 #306, triangle 102
4.125624864160058 #307, triangle 103
7.324721964782434 #308, triangle 103
2.731139181828747 #309, triangle 103
1.8786926006564675 #310, triangle 104
-0.07018980703191273 #311, triangle 104
7.402217657415969 #312, triangle 104
1.5740941512124929 #313, triangle 105
1.1190303532580466 #314, triangle 105
2.6413743043793856 #315, triangle 105
3.7228821694266805 #316, triangle 106
1.6720011410639928 #317, triangle 106
1.205019520356926 #318, triangle 106
4.774011392176447 #319, triangle 107
2.8879522511237403 #320, triangle 107
1.4259006147602757 #321, triangle 107
1.6335052000704595 #322, triangle 108
1.3583324379499364 #323, triangle 108
3.4763886200890295 #324, triangle 108
1.5862679032568303 #325, triangle 109
-0.08891660105255712 #326, triangle 109
6.382045333536151 #327, triangle 109
3.4164191000652586 #328, triangle 110
2.1472652151101643 #329, triangle 110
1.1072728231633198 #330, triangle 110
1.4123249617325428 #331, triangle 111
9.021760311790134 #332, triangle 111
1.9783635365184322 #333, triangle 111
