SKEWS FOR JACOBIAN
2.58729533562146 #751, triangle 251
0.761142857142847 #752, triangle 251
1.4747588754360763 #753, triangle 251
-0.7341479218735623 #754, triangle 252
-0.09741834260447033 #755, triangle 252
-0.9794826701839289 #756, triangle 252
-0.39047984192051927 #757, triangle 253
1.250163235102092 #758, triangle 253
-1.929068286470019 #759, triangle 253
0.814428124815662 #760, triangle 254
1.6474622770919227 #761, triangle 254
-0.0737355271176251 #762, triangle 254
-2.5355729110944885 #763, triangle 255
-1.8839895665134703 #764, triangle 255
-0.5997153250039583 #765, triangle 255
-1.787008915450191 #766, triangle 256
-0.21942371781636652 #767, triangle 256
1.4521394680712008 #768, triangle 256
4.379622641509351 #769, triangle 257
0.7100538599640839 #770, triangle 257
1.8419337316675528 #771, triangle 257
1.2780908770693684 #772, triangle 258
-1.037412450515522 #773, triangle 258
-0.17562038771842534 #774, triangle 258
-1.9143997453539483 #775, triangle 259
-0.3222709738213827 #776, triangle 259
1.3712127788870545 #777, triangle 259
-1.6138470451912168 #778, triangle 260
0.04520865533231537 #779, triangle 260
-2.3992682926829056 #780, triangle 260
-1.0102963335007407 #781, triangle 261
-0.6962633620282067 #782, triangle 261
-1.669159501750536 #783, triangle 261
-0.5411892675852038 #784, triangle 262
-1.3719866071428626 #785, triangle 262
-0.8133959044368763 #786, triangle 262
0.021004123211255474 #787, triangle 263
-0.1314427759740289 #788, triangle 263
-0.0426636345659493 #789, triangle 263
-0.4559906896863404 #790, triangle 264
-0.4177394209354114 #791, triangle 264
-0.5087697059094695 #792, triangle 264
0.3971269030687672 #793, triangle 265
-0.1703717591600545 #794, triangle 265
0.19943832455260718 #795, triangle 265
-0.46970047415288374 #796, triangle 266
-0.6338528987597339 #797, triangle 266
-0.5363424736882368 #798, triangle 266
-3.6102955379561887 #799, triangle 267
-1.4109332501001954 #800, triangle 267
0.029357508037733352 #801, triangle 267
-1.8215772548805214 #802, triangle 268
-1.45337782083019 #803, triangle 268
-1.1845940703795959 #804, triangle 268
0.5316919659385437 #805, triangle 269
1.8416018306636335 #806, triangle 269
-0.16345531088080273 #807, triangle 269
-6.413756376478618 #808, triangle 270
-4.879862992689598 #809, triangle 270
-3.895695959716667 #810, triangle 270
1.7636651838217206 #811, triangle 271
-2.4754890852784643 #812, triangle 271
-0.483630451844311 #813, triangle 271
4.801019010573539 #814, triangle 272
4.054391320163871 #815, triangle 272
4.35997279374257 #816, triangle 272
-0.42795580110493103 #817, triangle 273
-0.607021541010753 #818, triangle 273
-0.5514600000000196 #819, triangle 273
-0.2731601594633922 #820, triangle 274
-0.21511497824738818 #821, triangle 274
-0.32152934011163237 #822, triangle 274
-1.6665675193337475 #823, triangle 275
-1.550773369199722 #824, triangle 275
-1.0651197604790583 #825, triangle 275
0.5005951835912227 #826, triangle 276
-2.396710585551795 #827, triangle 276
-0.8839730932700243 #828, triangle 276
-1.6708054964805639 #829, triangle 277
-1.5403077680227295 #830, triangle 277
-1.8524946407071239 #831, triangle 277
-1.9430910385193654 #832, triangle 278
-1.3268658214297016 #833, triangle 278
-2.1521611652322212 #834, triangle 278
-0.8345815744481159 #835, triangle 279
-1.4146027979633236 #836, triangle 279
-1.2512428906654103 #837, triangle 279
-1.213202438070132 #838, triangle 280
-0.7107664314168882 #839, triangle 280
-1.3804827839725429 #840, triangle 280
3.9338259263282613 #841, triangle 281
8.212792499905548 #842, triangle 281
2.0295808215337425 #843, triangle 281
1.2175646216130611 #844, triangle 282
-1.1434622284232887 #845, triangle 282
-0.3777044543955351 #846, triangle 282
-0.17537217987412823 #847, triangle 283
1.5789594106071945 #848, triangle 283
4.6830871170975 #849, triangle 283
2.8450355543852623 #850, triangle 284
0.20636266285916843 #851, triangle 284
1.0955477324498113 #852, triangle 284
2.7157448658045693 #853, triangle 285
3.2868358334501737 #854, triangle 285
1.4324651268287305 #855, triangle 285
4.487771066442143 #856, triangle 286
2.47761194029855 #857, triangle 286
3.94894690303976 #858, triangle 286
1.479489076928042 #859, triangle 287
1.5163116916543204 #860, triangle 287
1.3874221728847957 #861, triangle 287
6.887636996824701 #862, triangle 288
3.3549564159740224 #863, triangle 288
5.916807487326133 #864, triangle 288
1.3884085969572575 #865, triangle 289
1.4822884770346534 #866, triangle 289
1.5198955243132009 #867, triangle 289
-5.623116196605001 #868, triangle 290
-4.589332453844372 #869, triangle 290
-3.991559412402164 #870, triangle 290
-3.4951548790093563 #871, triangle 291
-1.7335276376080326 #872, triangle 291
-0.8290461634924413 #873, triangle 291
2.3792652349286736 #874, triangle 292
-3.6560287326835352 #875, triangle 292
-1.477690047741613 #876, triangle 292
0.044418797836384694 #877, triangle 293
0.12261245620126823 #878, triangle 293
-0.01468090114966011 #879, triangle 293
2.608394403730723 #880, triangle 294
6.538556599110727 #881, triangle 294
14.25231445159089 #882, triangle 294
-0.42679645201233307 #883, triangle 295
0.2304583009674459 #884, triangle 295
-1.1153595531353127 #885, triangle 295
2.4961981316531365 #886, triangle 296
-1.8232976927406137 #887, triangle 296
-0.26357937125341285 #888, triangle 296
-1.3254821882078396 #889, triangle 297
-1.2883975444538476 #890, triangle 297
-1.3764883655929046 #891, triangle 297
0.41601222566535123 #892, triangle 298
0.5725041730298309 #893, triangle 298
-0.49763622791735235 #894, triangle 298
-0.5202244647516526 #895, triangle 299
-0.9071530626353841 #896, triangle 299
-0.6683685548704406 #897, triangle 299
-1.1652745230530375 #898, triangle 300
-0.9025509182997908 #899, triangle 300
-1.6916244124505166 #900, triangle 300
0.24265224547371161 #901, triangle 301
0.4080341609995634 #902, triangle 301
0.6566834938277484 #903, triangle 301
0.22100328629429644 #904, triangle 302
0.4216895418518919 #905, triangle 302
0.6892712159288805 #906, triangle 302
0.42160804020099185 #907, triangle 303
0.6891379976807278 #908, triangle 303
0.2209605720912135 #909, triangle 303
0.11824660258532312 #910, triangle 304
0.5629068212215664 #911, triangle 304
-0.759691560156333 #912, triangle 304
0.09912631196588996 #913, triangle 305
-0.2824627883711787 #914, triangle 305
-0.22146076389880043 #915, triangle 305
-0.6759613666500505 #916, triangle 306
-0.5226484311791507 #917, triangle 306
-0.9118610076535733 #918, triangle 306
0.03363565379302152 #919, triangle 307
-0.4515649867374035 #920, triangle 307
-0.36670261790371217 #921, triangle 307
-0.13324247598834413 #922, triangle 308
-0.07388384545255598 #923, triangle 308
-0.22202568549386248 #924, triangle 308
0.4517659102542186 #925, triangle 309
-0.16673704211968918 #926, triangle 309
0.029299684542563667 #927, triangle 309
-0.08020465481279818 #928, triangle 310
-0.008431621252545448 #929, triangle 310
0.04010077559974148 #930, triangle 310
-0.08135186106938219 #931, triangle 311
0.14479398435580457 #932, triangle 311
-0.32389230494670834 #933, triangle 311
-0.28362985973832133 #934, triangle 312
0.19685938615276546 #935, triangle 312
-0.9715498001128288 #936, triangle 312
-0.5043101588589075 #937, triangle 313
-0.6014916621378109 #938, triangle 313
-0.5451226604816707 #939, triangle 313
0.023780338954879555 #940, triangle 314
-0.04499047142991008 #941, triangle 314
-0.016160990082915005 #942, triangle 314
-0.2896879513620588 #943, triangle 315
-0.20515243177106596 #944, triangle 315
-0.14042675399492047 #945, triangle 315
-0.00010221125321234486 #946, triangle 316
0.08300436218157096 #947, triangle 316
-0.06628409846972971 #948, triangle 316
-0.14999564977810426 #949, triangle 317
-0.26735372597547713 #950, triangle 317
-0.23382122624180232 #951, triangle 317
0.0532351235355529 #952, triangle 318
0.09513979309201931 #953, triangle 318
0.022892715928053402 #954, triangle 318
-0.0872809178573934 #955, triangle 319
-0.04628037149379252 #956, triangle 319
-0.014688684628293727 #957, triangle 319
-0.04974708182056365 #958, triangle 320
-0.018234914444849863 #959, triangle 320
0.024941314553990616 #960, triangle 320
-0.3022035638201942 #961, triangle 321
-0.25562979350376247 #962, triangle 321
0.04062517553221425 #963, triangle 321
-0.9067165382259248 #964, triangle 322
-2.0648387961060597 #965, triangle 322
-1.4443611386557322 #966, triangle 322
-0.15227607078307226 #967, triangle 323
0.1421096230843645 #968, triangle 323
-0.19644978178000858 #969, triangle 323
0.08951310375263516 #970, triangle 324
-0.23721864386181357 #971, triangle 324
-0.19513888618004016 #972, triangle 324
-0.08369171297415819 #973, triangle 325
0.3885200464096954 #974, triangle 325
0.8181866146094683 #975, triangle 325
1.0716666666666574 #976, triangle 326
-1.9299751243783412 #977, triangle 326
0.7500621890547196 #978, triangle 326
0.04734429339238335 #979, triangle 327
0.8989234626160909 #980, triangle 327
1.2083929340801285 #981, triangle 327
-0.0063308463441822515 #982, triangle 328
0.08818928247845763 #983, triangle 328
-0.1589018302828613 #984, triangle 328
-0.11129476703849606 #985, triangle 329
-0.08720431678876858 #986, triangle 329
-0.14238318694785101 #987, triangle 329
0.016787281714305484 #988, triangle 330
0.03343163507705789 #989, triangle 330
0.05545224463340382 #990, triangle 330
-0.2445725044931831 #991, triangle 331
-1.5800916676459889 #992, triangle 331
-1.1382894389148062 #993, triangle 331
-0.04905965223898154 #994, triangle 332
-0.0178731763521346 #995, triangle 332
0.0056081295133516285 #996, triangle 332
-0.8061604370112657 #997, triangle 333
-0.3873838688679829 #998, triangle 333
-1.3490660701298813 #999, triangle 333
-0.35035589198958694 #1000, triangle 334
-0.6510915815007575 #1001, triangle 334
-0.5882838738094068 #1002, triangle 334
-4.35701860029454 #1003, triangle 335
-1.4909790273834702 #1004, triangle 335
-5.663396646489778 #1005, triangle 335
-0.8875481886629596 #1006, triangle 336
-0.7369778996564927 #1007, triangle 336
-0.2687233821543498 #1008, triangle 336
6.224268802228497 #1009, triangle 337
3.222141255605407 #1010, triangle 337
5.409161931818048 #1011, triangle 337
7.916340891322024 #1012, triangle 338
-0.5275814593849487 #1013, triangle 338
3.508518916018028 #1014, triangle 338
4.432409274193593 #1015, triangle 339
4.798678107606745 #1016, triangle 339
3.1620173745172875 #1017, triangle 339
0.02545455492622645 #1018, triangle 340
-0.017688208833727237 #1019, triangle 340
0.000760173657448644 #1020, triangle 340
-0.16093179904577504 #1021, triangle 341
0.08455231803705299 #1022, triangle 341
0.23201893701822218 #1023, triangle 341
0.31984797297298595 #1024, triangle 342
0.4484246575342422 #1025, triangle 342
0.17574206755370328 #1026, triangle 342
-0.2934895408856298 #1027, triangle 343
-0.11582613249541727 #1028, triangle 343
0.009217654557042583 #1029, triangle 343
-5.566157871783434 #1030, triangle 344
-3.4587003924987454 #1031, triangle 344
-1.8781072830353596 #1032, triangle 344
0.3082434580844607 #1033, triangle 345
1.6492078839717637 #1034, triangle 345
-1.1202970344099632 #1035, triangle 345
0.6338634237605086 #1036, triangle 346
0.011203585147280629 #1037, triangle 346
0.2545640675652577 #1038, triangle 346
0.859625818521967 #1039, triangle 347
1.0781095376215617 #1040, triangle 347
0.665918717224706 #1041, triangle 347
-0.015323383084564731 #1042, triangle 348
0.5857213930348352 #1043, triangle 348
-0.466106965174145 #1044, triangle 348
-0.09510337323178332 #1045, triangle 349
0.45484114977308265 #1046, triangle 349
-0.3401685393258378 #1047, triangle 349
0.6064051494446928 #1048, triangle 350
-0.8593863251992738 #1049, triangle 350
-0.09191697821327982 #1050, triangle 350
0.4923937551730758 #1051, triangle 351
0.9113101346518544 #1052, triangle 351
-0.30495773847575314 #1053, triangle 351
0.2162748968239622 #1054, triangle 352
0.5345098974481377 #1055, triangle 352
0.06482672518162563 #1056, triangle 352
0.04604240282685892 #1057, triangle 353
-0.1450449185850738 #1058, triangle 353
-0.051780684104627696 #1059, triangle 353
0.9099474303271625 #1060, triangle 354
0.5486875321683359 #1061, triangle 354
0.8279068559332039 #1062, triangle 354
-0.5245027624309134 #1063, triangle 355
-0.1389599999999844 #1064, triangle 355
0.034486329743169654 #1065, triangle 355
-0.29513004802267484 #1066, triangle 356
0.21707383649520046 #1067, triangle 356
0.6424715592237099 #1068, triangle 356
-0.5745640893415286 #1069, triangle 357
-0.07874982939812185 #1070, triangle 357
0.3330359134507726 #1071, triangle 357
-0.2934031413612551 #1072, triangle 358
-0.1336363636363671 #1073, triangle 358
-0.042590750870212905 #1074, triangle 358
-1.3542059438521714 #1075, triangle 359
-0.13167683380449363 #1076, triangle 359
-1.931876154851509 #1077, triangle 359
6.834311082924841 #1078, triangle 360
-4.751193536541236 #1079, triangle 360
0.9386242232639797 #1080, triangle 360
-0.12960027567196497 #1081, triangle 361
0.05564115308155693 #1082, triangle 361
-0.3113370392042337 #1083, triangle 361
1.065457552684854 #1084, triangle 362
1.1637893175920386 #1085, triangle 362
0.9917087290044817 #1086, triangle 362
3.220919387075653 #1087, triangle 363
5.332056351952532 #1088, triangle 363
9.47560018829602 #1089, triangle 363
0.162174966352624 #1090, triangle 364
0.18943083322518756 #1091, triangle 364
0.22503362829468704 #1092, triangle 364
0.5360463517157709 #1093, triangle 365
0.6428072584368022 #1094, triangle 365
0.45452422738263215 #1095, triangle 365
-0.7143034517009793 #1096, triangle 366
-2.5118450459400066 #1097, triangle 366
-1.4846784206605828 #1098, triangle 366
0.5830192507516457 #1099, triangle 367
-0.5928158246025709 #1100, triangle 367
0.4016365396795254 #1101, triangle 367
0.183151440833845 #1102, triangle 368
0.8948499104875264 #1103, triangle 368
1.0160439346270553 #1104, triangle 368
0.5853957818960493 #1105, triangle 369
0.7507952781276555 #1106, triangle 369
0.9636170518157036 #1107, triangle 369
0.9932622710452247 #1108, triangle 370
1.0572290207611668 #1109, triangle 370
0.672446637766813 #1110, triangle 370
0.21679078153171133 #1111, triangle 371
0.25025077043930233 #1112, triangle 371
0.17489660042367455 #1113, triangle 371
0.21193781662093078 #1114, triangle 372
0.13349380818423595 #1115, triangle 372
0.18952415939980186 #1116, triangle 372
-0.31735673630109323 #1117, triangle 373
-0.25949023776153946 #1118, triangle 373
-0.4181577464050233 #1119, triangle 373
-0.17009555835310866 #1120, triangle 374
-0.10524342048328075 #1121, triangle 374
-0.2794006106692109 #1122, triangle 374
0.02834416863672521 #1123, triangle 375
-0.10779676890657985 #1124, triangle 375
-0.024328894525472832 #1125, triangle 375
-0.5087706688557111 #1126, triangle 376
-0.4715151213830122 #1127, triangle 376
-0.44643592300999707 #1128, triangle 376
0.2466465244904564 #1129, triangle 377
-0.1595693499319044 #1130, triangle 377
0.11243883176983946 #1131, triangle 377
-0.3451110156775314 #1132, triangle 378
-0.39033334637724154 #1133, triangle 378
-0.3642618137828289 #1134, triangle 378
3.658088469290249 #1135, triangle 379
4.686657388884031 #1136, triangle 379
1.2931153442327434 #1137, triangle 379
-0.00012892135796818756 #1138, triangle 380
0.1332516761217157 #1139, triangle 380
-0.19623521383076542 #1140, triangle 380
1.5196155270569296 #1141, triangle 381
-0.0634167290666535 #1142, triangle 381
1.0140004759833403 #1143, triangle 381
-0.23323479387708543 #1144, triangle 382
0.09572028721108501 #1145, triangle 382
0.2761927684076033 #1146, triangle 382
0.27234177215190714 #1147, triangle 383
0.5451424050632983 #1148, triangle 383
0.06774129746836323 #1149, triangle 383
0.03527583527581762 #1150, triangle 384
-0.4581467104608598 #1151, triangle 384
-0.29803506294858023 #1152, triangle 384
-0.22887633188064868 #1153, triangle 385
-0.04450430478940459 #1154, triangle 385
0.04768349098944052 #1155, triangle 385
-0.27944806377210585 #1156, triangle 386
-0.10184638980654066 #1157, triangle 386
-0.35339992631106365 #1158, triangle 386
-0.07331701488381928 #1159, triangle 387
0.09905645591048315 #1160, triangle 387
-0.2666694796358742 #1161, triangle 387
-0.056399769397263204 #1162, triangle 388
0.19703457125795182 #1163, triangle 388
-0.45534728555657417 #1164, triangle 388
0.49544081990865957 #1165, triangle 389
-0.032604851828264086 #1166, triangle 389
0.1592273162858787 #1167, triangle 389
1.9012449630121024 #1168, triangle 390
3.2769653877114577 #1169, triangle 390
1.0426986674107934 #1170, triangle 390
0.15636583705274365 #1171, triangle 391
-0.20149018417088516 #1172, triangle 391
-0.00014301377699002535 #1173, triangle 391
6.971414709092944 #1174, triangle 392
-1.5926842785886433 #1175, triangle 392
1.4401309635173483 #1176, triangle 392
-1.312886829362148 #1177, triangle 393
-0.2881296378405884 #1178, triangle 393
0.5409104175900247 #1179, triangle 393
0.018640855188748022 #1180, triangle 394
-0.020609958133730063 #1181, triangle 394
-0.003712851959625528 #1182, triangle 394
-0.09895833333333313 #1183, triangle 395
-0.4070179165781485 #1184, triangle 395
-0.3052165419665613 #1185, triangle 395
0.9553028966143139 #1186, triangle 396
1.1149573984029897 #1187, triangle 396
-4.0011540680901785 #1188, triangle 396
1.2099399449963615 #1189, triangle 397
-0.5406600347388322 #1190, triangle 397
0.9841161205692175 #1191, triangle 397
-0.48048713955105055 #1192, triangle 398
-0.44697309569449456 #1193, triangle 398
-0.5263741001087824 #1194, triangle 398
1.3512172544663565 #1195, triangle 399
0.1733861291096914 #1196, triangle 399
0.9511909855940757 #1197, triangle 399
1.0911812297734886 #1198, triangle 400
1.8840696117804787 #1199, triangle 400
0.23896882494001886 #1200, triangle 400
0.2148887109841283 #1201, triangle 401
0.3575284670870562 #1202, triangle 401
0.4906942210454795 #1203, triangle 401
-0.5601920527267098 #1204, triangle 402
-0.5193570315581582 #1205, triangle 402
-0.6153825213469674 #1206, triangle 402
0.35269390475209766 #1207, triangle 403
-0.06799762798969225 #1208, triangle 403
0.06508248827001532 #1209, triangle 403
0.2812602202114747 #1210, triangle 404
0.8181385761851706 #1211, triangle 404
-0.2368710980536435 #1212, triangle 404
-0.06234820748903234 #1213, triangle 405
0.058717099648353914 #1214, triangle 405
0.30752726622565046 #1215, triangle 405
0.23111223897911892 #1216, triangle 406
0.6914188685496583 #1217, triangle 406
-0.045254869457137775 #1218, triangle 406
0.667121744769468 #1219, triangle 407
-0.629825352838866 #1220, triangle 407
0.2699947509462297 #1221, triangle 407
1.286381709741521 #1222, triangle 408
-1.1762406947891324 #1223, triangle 408
0.4868890977443986 #1224, triangle 408
-0.06957365908904306 #1225, triangle 409
0.06370134439464958 #1226, triangle 409
0.31561080783518397 #1227, triangle 409
-0.4567310441036873 #1228, triangle 410
-0.4166978401118794 #1229, triangle 410
-0.3863243661391452 #1230, triangle 410
0.0282882011605494 #1231, triangle 411
-0.5285399999999921 #1232, triangle 411
-0.3013259668508328 #1233, triangle 411
-0.5607541402419157 #1234, triangle 412
-0.5393617574602712 #1235, triangle 412
-0.5886388178039444 #1236, triangle 412
-0.4493463156514807 #1237, triangle 413
-0.5351708822459305 #1238, triangle 413
-0.48636843183836237 #1239, triangle 413
0.5856589936850978 #1240, triangle 414
0.8677408422933481 #1241, triangle 414
-1.128869164653667 #1242, triangle 414
0.5068649347596139 #1243, triangle 415
0.7958178308669268 #1244, triangle 415
0.8286353845879975 #1245, triangle 415
0.15375523042483852 #1246, triangle 416
0.3598197838393322 #1247, triangle 416
-0.32872290797221204 #1248, triangle 416
2.165196674776961 #1249, triangle 417
-0.3475675675675436 #1250, triangle 417
1.802307225258064 #1251, triangle 417
0.22842398154534 #1252, triangle 418
0.24890900274769648 #1253, triangle 418
0.21324263373877012 #1254, triangle 418
0.11772296709833951 #1255, triangle 419
0.3907644259369421 #1256, triangle 419
0.9285733600129787 #1257, triangle 419
0.4403814272932951 #1258, triangle 420
0.5894436342964471 #1259, triangle 420
-2.427055400239653 #1260, triangle 420
-1.265225312765706 #1261, triangle 421
-1.0816177600245827 #1262, triangle 421
0.6369372442019121 #1263, triangle 421
1.2859895574340916 #1264, triangle 422
1.543063152660392 #1265, triangle 422
-0.8562904027847464 #1266, triangle 422
0.7744212772943286 #1267, triangle 423
1.1945809349993 #1268, triangle 423
0.352266315591541 #1269, triangle 423
0.7891767275374604 #1270, triangle 424
0.9633415021536638 #1271, triangle 424
-0.7017309952092575 #1272, triangle 424
1.2496732026142066 #1273, triangle 425
-10.654735682819448 #1274, triangle 425
-8.252923076922615 #1275, triangle 425
-3.2573753814853124 #1276, triangle 426
-0.5726268582342805 #1277, triangle 426
-7.7312131528690875 #1278, triangle 426
5.965441439599106 #1279, triangle 427
-4.255627738329274 #1280, triangle 427
0.5476764392622412 #1281, triangle 427
0.07320005865389158 #1282, triangle 428
0.21228033343624692 #1283, triangle 428
0.2291689748500335 #1284, triangle 428
-3.9887640449437103 #1285, triangle 429
-1.2270086155079258 #1286, triangle 429
1.7916966211358145 #1287, triangle 429
-0.5544745828232839 #1288, triangle 430
-1.098021608782552 #1289, triangle 430
-0.9075415536180144 #1290, triangle 430
-2.0967723828234917 #1291, triangle 431
-1.2484530810534293 #1292, triangle 431
-0.705087488015349 #1293, triangle 431
0.30089615181868096 #1294, triangle 432
1.1639828544948845 #1295, triangle 432
-1.3023240800516551 #1296, triangle 432
0.27543781866546496 #1297, triangle 433
0.5769758507135195 #1298, triangle 433
0.11576652942598076 #1299, triangle 433
-0.31995162398963517 #1300, triangle 434
-0.20706025312284498 #1301, triangle 434
-0.4917804611970172 #1302, triangle 434
-0.1346455556958173 #1303, triangle 435
0.38867707040254945 #1304, triangle 435
-0.41476654735301 #1305, triangle 435
0.34099297056486444 #1306, triangle 436
-0.40614724026413507 #1307, triangle 436
0.2052466646697025 #1308, triangle 436
-0.2632977504925023 #1309, triangle 437
0.16395173023706547 #1310, triangle 437
0.5062098123843942 #1311, triangle 437
0.20001392127518844 #1312, triangle 438
1.1418636995827993 #1313, triangle 438
-0.2041780651579228 #1314, triangle 438
-2.3046384173238232 #1315, triangle 439
0.44759728964926276 #1316, triangle 439
0.6974796715077693 #1317, triangle 439
-0.3124835742444148 #1318, triangle 440
-0.18870113382654105 #1319, triangle 440
0.5884340968832235 #1320, triangle 440
0.970249784668396 #1321, triangle 441
0.5513674229968271 #1322, triangle 441
0.6866900402545086 #1323, triangle 441
1.5168615616747467 #1324, triangle 442
-1.80558671752299 #1325, triangle 442
-0.7806679337496787 #1326, triangle 442
-0.15624631836512082 #1327, triangle 443
0.16391120406901977 #1328, triangle 443
-0.37738037910956185 #1329, triangle 443
0.19693448639313282 #1330, triangle 444
0.5454202559984408 #1331, triangle 444
-0.08509346331216167 #1332, triangle 444
0.19694634703197295 #1333, triangle 445
-0.3185298935298861 #1334, triangle 445
-0.08005237215034373 #1335, triangle 445
-0.21817969115580418 #1336, triangle 446
-0.006861904178413617 #1337, triangle 446
0.3081752779594397 #1338, triangle 446
0.5377036258539263 #1339, triangle 447
0.987041036717057 #1340, triangle 447
0.32689987937272286 #1341, triangle 447
4.165364047716893 #1342, triangle 448
0.2505718331336303 #1343, triangle 448
3.1534014387544045 #1344, triangle 448
-0.6054875338425045 #1345, triangle 449
0.7824980282497853 #1346, triangle 449
1.1083076436645607 #1347, triangle 449
-0.059301719645698595 #1348, triangle 450
0.9417721518987474 #1349, triangle 450
-0.4881965121224861 #1350, triangle 450
1.6154189246448514 #1351, triangle 451
2.1431796528727287 #1352, triangle 451
-0.14247278446953168 #1353, triangle 451
0.10857560705009392 #1354, triangle 452
0.3407224850745342 #1355, triangle 452
-0.05273279506707921 #1356, triangle 452
0.4561852846107467 #1357, triangle 453
-0.03645594445409569 #1358, triangle 453
0.16517337449152386 #1359, triangle 453
-0.035211789099523216 #1360, triangle 454
0.19415431948831044 #1361, triangle 454
-0.18307959982600586 #1362, triangle 454
0.3125475974614701 #1363, triangle 455
0.5405952082287673 #1364, triangle 455
0.909023798643094 #1365, triangle 455
0.2545165111802187 #1366, triangle 456
-0.2940931622961283 #1367, triangle 456
-0.08554165435260043 #1368, triangle 456
1.0128922975579995 #1369, triangle 457
0.23598077363241557 #1370, triangle 457
0.5223373259954934 #1371, triangle 457
0.5351369863013695 #1372, triangle 458
0.8929898648648668 #1373, triangle 458
0.34451109778045275 #1374, triangle 458
0.5339742653405358 #1375, triangle 459
-0.6518305524056587 #1376, triangle 459
0.3390396594845846 #1377, triangle 459
0.44483250662500856 #1378, triangle 460
-0.07829994553046082 #1379, triangle 460
0.13120833068767135 #1380, triangle 460
-0.6090151563313065 #1381, triangle 461
-0.5593056984254958 #1382, triangle 461
-0.5230573321314628 #1383, triangle 461
0.4069067543995234 #1384, triangle 462
-0.9953032369055115 #1385, triangle 462
-0.08604211100242103 #1386, triangle 462
0.06474015141793796 #1387, triangle 463
-0.06488133963171076 #1388, triangle 463
-0.006222053602882982 #1389, triangle 463
3.699136207145354 #1390, triangle 464
2.432453152874235 #1391, triangle 464
3.517132293334926 #1392, triangle 464
-0.30726774725454375 #1393, triangle 465
-0.0521045727866542 #1394, triangle 465
-0.3399299287789319 #1395, triangle 465
0.3696868229269297 #1396, triangle 466
-1.0976494934519425 #1397, triangle 466
-0.6282017350389623 #1398, triangle 466
-3.294464443387911 #1399, triangle 467
-1.4445758639807518 #1400, triangle 467
-3.6403118809600628 #1401, triangle 467
0.024726789310081893 #1402, triangle 468
-0.02243846650114262 #1403, triangle 468
-0.0022247854391908802 #1404, triangle 468
0.18194423047296207 #1405, triangle 469
0.32796076914965094 #1406, triangle 469
0.0663125050746301 #1407, triangle 469
-0.32229889889187713 #1408, triangle 470
-0.08170231273991428 #1409, triangle 470
0.2483684630393347 #1410, triangle 470
0.20876121592575456 #1411, triangle 471
-0.12386350881130587 #1412, triangle 471
0.06846364163605442 #1413, triangle 471
-0.019368216123954698 #1414, triangle 472
0.089649323030679 #1415, triangle 472
-0.11155350472423776 #1416, triangle 472
0.04003960950628118 #1417, triangle 473
0.14196877932270102 #1418, triangle 473
0.30083247591432405 #1419, triangle 473
-0.1285292474662819 #1420, triangle 474
0.037560535171962214 #1421, triangle 474
0.16849102499580673 #1422, triangle 474
-0.36579426060852216 #1423, triangle 475
-0.03620821296726421 #1424, triangle 475
0.3929730821205052 #1425, triangle 475
-1.186145965505952 #1426, triangle 476
0.4440926105100658 #1427, triangle 476
0.6036081605125652 #1428, triangle 476
-1.0882947603888822 #1429, triangle 477
-2.687312054396008 #1430, triangle 477
-2.368619527272355 #1431, triangle 477
0.1769245976829739 #1432, triangle 478
0.3216228833340472 #1433, triangle 478
0.08074434874186565 #1434, triangle 478
-0.22959797440509588 #1435, triangle 479
0.10556402316221644 #1436, triangle 479
0.4176241293941429 #1437, triangle 479
-3.390362012223796 #1438, triangle 480
-2.206983385254376 #1439, triangle 480
18.768402777780757 #1440, triangle 480
-2.794130574123236 #1441, triangle 481
-1.8707881269191344 #1442, triangle 481
19.25453910614077 #1443, triangle 481
-12.740835464619067 #1444, triangle 482
-0.6208550764441957 #1445, triangle 482
-0.4626311415809965 #1446, triangle 482
-0.7695090026178585 #1447, triangle 483
5.555429221146258 #1448, triangle 483
-0.8662502536158234 #1449, triangle 483
0.1358618654073222 #1450, triangle 484
-0.37253784583260935 #1451, triangle 484
-0.3312332139659775 #1452, triangle 484
0.04973928157588378 #1453, triangle 485
-0.45777242280672836 #1454, triangle 485
-0.4181885280472456 #1455, triangle 485
-0.9213817597134335 #1456, triangle 486
-0.8389535065016 #1457, triangle 486
-0.2593753354083846 #1458, triangle 486
-0.7581871049588509 #1459, triangle 487
-0.6472740859026326 #1460, triangle 487
-0.5761356135613557 #1461, triangle 487
0.03567851777666491 #1462, triangle 488
0.09914984059511485 #1463, triangle 488
-0.09504267892315583 #1464, triangle 488
-0.895824803662493 #1465, triangle 489
-0.8118461958003823 #1466, triangle 489
-1.0267998407627001 #1467, triangle 489
-0.8331722054380715 #1468, triangle 490
-0.6441682994740907 #1469, triangle 490
-1.2162564665307896 #1470, triangle 490
-0.0928599999999905 #1471, triangle 491
0.20546961325966576 #1472, triangle 491
-0.2270712510356027 #1473, triangle 491
-0.8963714874967902 #1474, triangle 492
-0.7038025264243235 #1475, triangle 492
-0.2223801237432241 #1476, triangle 492
-2.360501193317431 #1477, triangle 493
-3.3046368352788362 #1478, triangle 493
-2.696313240043058 #1479, triangle 493
0.027032324993794883 #1480, triangle 494
0.0537609471398097 #1481, triangle 494
0.007215146582900254 #1482, triangle 494
-1.5934679516598047 #1483, triangle 495
-1.2024437927663503 #1484, triangle 495
