ASPECT RATIOS FOR SHAPE PARAMETERS
16.21810799703725 #458, triangle 153
23.756381140281444 #459, triangle 153
14.356446647683851 #460, triangle 154
21.137686760258074 #461, triangle 154
21.85909300587551 #462, triangle 154
14.719698829368747 #463, triangle 155
15.20011064421287 #464, triangle 155
9.983854529378252 #465, triangle 155
27.46062664444695 #466, triangle 156
27.403449084772397 #467, triangle 156
17.6142342464068 #468, triangle 156
22.691240158511267 #469, triangle 157
31.234366134740235 #470, triangle 157
33.6046449224412 #471, triangle 157
23.34650717626907 #472, triangle 158
15.077463186926407 #473, triangle 158
23.45505035172307 #474, triangle 158
2.105043812854489 #475, triangle 159
2.0219452297541003 #476, triangle 159
2.5621211337196494 #477, triangle 159
24.135479591356486 #478, triangle 160
23.612335687402197 #479, triangle 160
15.713970693893494 #480, triangle 160
17.597250709632007 #481, triangle 161
11.6789291408132 #482, triangle 161
17.951481901521014 #483, triangle 161
17.212056890069533 #484, triangle 162
11.388206966224983 #485, triangle 162
17.52669592983955 #486, triangle 162
22.017893601750192 #487, triangle 163
22.26732898539465 #488, triangle 163
14.38623151449364 #489, triangle 163
23.16911995508773 #490, triangle 164
15.233629849536491 #491, triangle 164
22.366951304575952 #492, triangle 164
11.713169249192426 #493, triangle 165
7.63493581064485 #494, triangle 165
11.48554570672089 #495, triangle 165
14.352390517625055 #496, triangle 166
20.685196634843905 #497, triangle 166
18.505728779855293 #498, triangle 166
8.880044874346822 #499, triangle 167
12.84301147999419 #500, triangle 167
11.580195227099436 #501, triangle 167
15.973121103025866 #502, triangle 168
12.221788883412774 #503, triangle 168
17.707012858145827 #504, triangle 168
8.942627286848387 #505, triangle 169
6.609000477524798 #506, triangle 169
9.690675063868605 #507, triangle 169
11.221007820976103 #508, triangle 170
10.279575654423939 #509, triangle 170
7.681231581331172 #510, triangle 170
6.135901915593353 #511, triangle 171
8.917851316318787 #512, triangle 171
8.13685824043178 #513, triangle 171
7.031164387400252 #514, triangle 172
5.208377192238976 #515, triangle 172
7.614854556841669 #516, triangle 172
6.9998059430494095 #517, triangle 173
7.386490441928472 #518, triangle 173
4.963047858529825 #519, triangle 173
3.950092103720806 #520, triangle 174
5.831663257809635 #521, triangle 174
5.5069882670989365 #522, triangle 174
5.969543764113545 #523, triangle 175
5.809280971231407 #524, triangle 175
3.9542273598997553 #525, triangle 175
5.830219767815006 #526, triangle 176
4.1172361098114765 #527, triangle 176
6.122912073680419 #528, triangle 176
5.916597061877498 #529, triangle 177
3.8790991917879625 #530, triangle 177
5.840976375028827 #531, triangle 177
7.440976163890454 #532, triangle 178
5.101117741517764 #533, triangle 178
6.852105858603777 #534, triangle 178
6.60069984916868 #535, triangle 179
7.1378703291865575 #536, triangle 179
4.882806533783286 #537, triangle 179
3.8182917160822214 #538, triangle 180
5.76603783016603 #539, triangle 180
5.829538145876635 #540, triangle 180
3.220507402675717 #541, triangle 181
4.901084218806846 #542, triangle 181
4.867117750728365 #543, triangle 181
5.512500157018318 #544, triangle 182
5.200903292139806 #545, triangle 182
3.7428648842493657 #546, triangle 182
7.405321009540581 #547, triangle 183
7.0493856336921565 #548, triangle 183
4.959435608063734 #549, triangle 183
6.673364129493686 #550, triangle 184
6.314909208824602 #551, triangle 184
4.497830434061019 #552, triangle 184
1.5415647384171125 #553, triangle 185
1.260002957921806 #554, triangle 185
1.382303658218343 #555, triangle 185
6.883740549109418 #556, triangle 186
4.984346179311272 #557, triangle 186
7.353414023797956 #558, triangle 186
7.274849813634693 #559, triangle 187
7.744811591297099 #560, triangle 187
5.232228848477889 #561, triangle 187
2.4981560582620057 #562, triangle 188
5.259375492696697 #563, triangle 188
5.209355547455519 #564, triangle 188
2.816809148290297 #565, triangle 189
2.7748893701958086 #566, triangle 189
1.9418802833289452 #567, triangle 189
5.674124165956901 #568, triangle 190
5.918773326721419 #569, triangle 190
3.9644013476375783 #570, triangle 190
2.102300002240367 #571, triangle 191
2.7701902042295323 #572, triangle 191
2.3801525745429637 #573, triangle 191
7.794004910114414 #574, triangle 192
7.538290891663349 #575, triangle 192
3.827811189133062 #576, triangle 192
2.490024251753728 #577, triangle 193
3.560090708586409 #578, triangle 193
3.3265655881297524 #579, triangle 193
6.480261587339041 #580, triangle 194
5.842002668813453 #581, triangle 194
4.521093360128209 #582, triangle 194
5.099695445468634 #583, triangle 195
5.08467118487663 #584, triangle 195
3.3357076284139064 #585, triangle 195
3.8116611282082973 #586, triangle 196
5.781078956864741 #587, triangle 196
5.668952708124405 #588, triangle 196
10.162561015205437 #589, triangle 197
15.776605003297947 #590, triangle 197
15.683790590025875 #591, triangle 197
3.6694790837353013 #592, triangle 198
2.410370475759705 #593, triangle 198
4.055142888172592 #594, triangle 198
6.761365030488994 #595, triangle 199
4.658504236182677 #596, triangle 199
6.198539033586335 #597, triangle 199
1.2206899832143576 #598, triangle 200
1.3568745506384459 #599, triangle 200
1.2027240612193646 #600, triangle 200
2.544583652699751 #601, triangle 201
4.419430061235696 #602, triangle 201
4.043053250648184 #603, triangle 201
9.908777844464643 #604, triangle 202
4.798622731854382 #605, triangle 202
9.61188299928335 #606, triangle 202
6.497588378417965 #607, triangle 203
4.28487016289157 #608, triangle 203
6.342602159646693 #609, triangle 203
2.762510553865004 #610, triangle 204
4.013978583902715 #611, triangle 204
4.1138163959189 #612, triangle 204
3.3126987885091443 #613, triangle 205
2.343490770729283 #614, triangle 205
3.0717143869251515 #615, triangle 205
4.493686997650501 #616, triangle 206
5.795567141372215 #617, triangle 206
6.435377454445983 #618, triangle 206
4.595061403182151 #619, triangle 207
2.547939840721579 #620, triangle 207
4.271854185065291 #621, triangle 207
3.435093205685981 #622, triangle 208
3.8563363792498926 #623, triangle 208
4.623893773925731 #624, triangle 208
6.06197059726183 #625, triangle 209
4.17054223456756 #626, triangle 209
6.27270275997017 #627, triangle 209
2.818295576328428 #628, triangle 210
3.689540727780849 #629, triangle 210
3.005840295471117 #630, triangle 210
4.088345561931699 #631, triangle 211
4.280029162537573 #632, triangle 211
5.439028371432658 #633, triangle 211
5.6590671716946925 #634, triangle 212
5.3946273666798445 #635, triangle 212
3.8109689802757676 #636, triangle 212
1.9983097495776299 #637, triangle 213
