TAPERS FOR SHAPE PARAMETERS
0.006441884863501981 0.006533142019480822 #489, triangle 163
0.005797073380796016 0.001025005539132314 #490, triangle 164
0.004700626322142611 0.004498250358948354 #491, triangle 164
0.001322402426832663 0.005695835327406154 #492, triangle 164
0.0006629604265163145 0.003296713335853323 #493, triangle 165
0.002597366455722903 0.002661623796084102 #494, triangle 165
0.0032645234513926217 0.0007524890694141176 #495, triangle 165
0.00289589114120994 0.002519647644360479 #496, triangle 166
0.0034765616717381963 0.00042598707996365957 #497, triangle 166
0.0009723941901543448 0.003288313439462623 #498, triangle 166
0.0022769504165277557 0.0020012136379829334 #499, triangle 167
0.0027382899252913996 0.0003855409603916901 #500, triangle 167
0.0007687714371447501 0.002600183114879292 #501, triangle 167
0.0008228772439131829 0.002834852442369519 #502, triangle 168
0.002479721770181035 0.002180195521194226 #503, triangle 168
0.002984751763012428 0.000392063934164139 #504, triangle 168
0.0006407939036316139 0.0022507815104228866 #505, triangle 169
0.001934945179861128 0.0017509939447010005 #506, triangle 169
0.0023430296769012906 0.0003954167819195835 #507, triangle 169
0.002518005126732434 0.0003944155922332499 #508, triangle 170
0.0006890089599537455 0.0024100623102077433 #509, triangle 170
0.0020833205937111554 0.001867914754348905 #510, triangle 170
0.0018143275539987853 0.0016190756193638388 #511, triangle 171
0.0021872911990874202 0.00036602641144582065 #512, triangle 171
0.000620779601282215 0.0020893195440426396 #513, triangle 171
0.0005511383421812387 0.0018652131617831187 #514, triangle 172
0.0016053364241561414 0.001454307120724027 #515, triangle 172
0.0019410899089744233 0.000361202899659225 #516, triangle 172
0.0005496543979081815 0.0019839346549098183 #517, triangle 173
0.0004143188959840357 0.002037996499237161 #518, triangle 173
0.0015629565320897224 0.0016705466011826535 #519, triangle 173
0.0014988946744212812 0.0013968613926289644 #520, triangle 174
0.001821225508931707 0.0004093815269305762 #521, triangle 174
0.0005276287000712312 0.0017698015906137284 #522, triangle 174
0.001685660386973814 0.0004016658477310442 #523, triangle 175
0.0004550886408240205 0.0016628792030462768 #524, triangle 175
0.001371924870526505 0.001326696625572664 #525, triangle 175
0.00048793158535583947 0.0016974238270550906 #526, triangle 176
0.0014264308333800499 0.0013428592757235211 #527, triangle 176
0.0017395096517891244 0.0003889595402865789 #528, triangle 176
0.00044465453389551856 0.0017969614249746906 #529, triangle 177
0.0014321459383817795 0.0014550174439716735 #530, triangle 177
0.0017854409131777028 0.00047167819490936497 #531, triangle 177
0.0004136661002179871 0.0022165620043284578 #532, triangle 178
0.0016571258240208097 0.001835260010606679 #533, triangle 178
0.0021270463794538248 0.0006359340639411823 #534, triangle 178
0.0019116407924952095 0.0005701681940718785 #535, triangle 179
0.0003829547363307485 0.0019879049906755954 #536, triangle 179
0.0014924655938508993 0.0016441674855996098 #537, triangle 179
0.0013313379040242991 0.0013494121280223923 #538, triangle 180
0.001658245396014339 0.000438236382259688 #539, triangle 180
0.0004169909447759606 0.001667351370064015 #540, triangle 180
0.0013693899547603332 0.001357786505512998 #541, triangle 181
0.00046113723273828364 0.0016893166773803232 #542, triangle 181
0.0004738293918011594 0.0016834526806392021 #543, triangle 181
0.00040804160563680426 0.0017641206264714109 #544, triangle 182
0.0005215807720152396 0.001713536499485513 #545, triangle 182
0.0014536372560731315 0.0013533656094215217 #546, triangle 182
0.0004281090330562118 0.0020808125542322127 #547, triangle 183
0.0005551066668369854 0.0020301898368247488 #548, triangle 183
0.001702852937017365 0.0016021023517306635 #549, triangle 183
0.00039527984233315576 0.0018692533157499529 #550, triangle 184
0.0005185134913079881 0.0018183576326597005 #551, triangle 184
0.0015346073988476382 0.0014334316528853126 #552, triangle 184
0.00027066787513995344 0.00041168020455239395 #553, triangle 185
0.00030304149139647954 0.0003721901566340854 #554, triangle 185
0.0003898350011543857 0.00032006749776413985 #555, triangle 185
0.0006514155780428942 0.0022713045403936795 #556, triangle 186
0.0019327123482147238 0.001781068066031617 #557, triangle 186
0.00046168405690728663 0.002347510978334528 #558, triangle 186
0.0023983321279331853 0.000674048492971213 #559, triangle 187
0.00048103107315185744 0.0024745870615333243 #560, triangle 187
0.0018821332734326997 0.0020339518838298825 #561, triangle 187
0.0003735747661484745 0.0003839661194725943 #562, triangle 188
0.00020441434408289608 0.0005571218753224197 #563, triangle 188
0.0005544662576185908 0.00021611373381143228 #564, triangle 188
0.0016511504277071764 0.0006349863130257137 #565, triangle 189
0.0006538740624960613 0.0016388181560073045 #566, triangle 189
0.0013709422354158435 0.0013470583337458165 #567, triangle 189
0.0016232084573014468 0.0004634091183384291 #568, triangle 190
0.001657832820491449 0.0003828650311179403 #569, triangle 190
0.0012880689752932664 0.0013567932889215798 #570, triangle 190
0.0013896461786137683 0.001165277435521838 #571, triangle 191
0.0015951873122947333 0.0005791039651498232 #572, triangle 191
0.0007418411403071417 0.0014786292423410701 #573, triangle 191
0.00018703486867618427 0.0005965329259008387 #574, triangle 192
0.000586665471486142 0.0002333251719182633 #575, triangle 192
0.00037898937246906816 0.00041805106679017117 #576, triangle 192
0.0012004860607762009 0.0011067577558051577 #577, triangle 193
0.00043897349396885405 0.0014354427132751088 #578, triangle 193
0.0005232523272173453 0.001387565133801793 #579, triangle 193
0.001889891969522823 0.00035958661915497106 #580, triangle 194
0.0017944096101991595 0.0005834158217345802 #581, triangle 194
0.001388888018975586 0.001578564924518508 #582, triangle 194
0.001613745113364369 0.0004356650708147696 #583, triangle 195
0.0016113662251472588 0.0004409165017835985 #584, triangle 195
0.0013004278710017196 0.0013051391246365499 #585, triangle 195
0.0013740162012785976 0.0013412913507219694 #586, triangle 196
0.00041629793058991084 0.0016921511852312115 #587, triangle 196
0.00045456102968609335 0.0016756608733637377 #588, triangle 196
0.0043777180939470065 0.004345615112969042 #589, triangle 197
0.005454475364332541 0.0011133557652449602 #590, triangle 197
0.0011595593710561488 0.0054384072461620735 #591, triangle 197
0.0007153671364169765 0.000380445677203749 #592, triangle 198
0.0004390059181608987 0.0005797872709139135 #593, triangle 198
0.00023472747223037964 0.0007520208082994405 #594, triangle 198
0.0004356653776569678 0.0022512608795631724 #595, triangle 199
0.0018686668462376283 0.0016783634679835855 #596, triangle 199
0.0006655326931302101 0.0021555261864856378 #597, triangle 199
0.002217907225747492 0.0019812128331270847 #598, triangle 200
0.001735093026044415 0.0023383554799675465 #599, triangle 200
0.0018393649375480436 0.0022015253219694335 #600, triangle 200
0.0006998021658219428 0.0008992795298746419 #601, triangle 201
0.00036360953043742107 0.001185139502600898 #602, triangle 201
0.0011335510200421535 0.0005758252917350747 #603, triangle 201
0.00019111142060783962 0.000620219914025299 #604, triangle 202
0.000431612450595324 0.00039440288492080614 #605, triangle 202
0.00023607916047103987 0.0006108574832151349 #606, triangle 202
0.00046088364256929116 0.001988551918353732 #607, triangle 203
0.0015674164972347003 0.001614840637864388 #608, triangle 203
0.0005186590023308533 0.0019646924316040846 #609, triangle 203
0.0039931695838806534 0.004113881963231145 #610, triangle 204
0.004958923164420733 0.0015858222154663348 #611, triangle 204
0.0014655541762087817 0.005020214873562299 #612, triangle 204
0.0006706683778330057 0.0020855699180130343 #613, triangle 205
0.0016033590118487684 0.0017541446503096698 #614, triangle 205
0.0007997779835836084 0.0020082796865944 #615, triangle 205
0.0014487732323205426 0.0012731018421807756 #616, triangle 206
0.0016453071105613892 0.0005371516541187439 #617, triangle 206
0.0017337481721381583 0.00033048987537550987 #618, triangle 206
0.0001923933912939149 0.0006095466282527872 #619, triangle 207
0.00045389548060483106 0.0003692300202235562 #620, triangle 207
0.0002838514650101388 0.0005877186654422376 #621, triangle 207
0.0007500016346191229 0.0009356860848206631 #622, triangle 208
0.0004182026200581016 0.0009913987405042275 #623, triangle 208
0.0002398253164286705 0.0010855874958040324 #624, triangle 208
0.0004957693311503201 0.0018071930692664584 #625, triangle 209
0.001498973314509737 0.0014371035205797394 #626, triangle 209
0.0018383364307367706 0.00042150540201507685 #627, triangle 209
0.0006290512039644214 0.0008041988042072684 #628, triangle 210
0.0009201450791524842 0.00024997333299618245 #629, triangle 210
0.0008305257548768179 0.00039575627539419143 #630, triangle 210
0.0010028679279134988 0.0004954111719322895 #631, triangle 211
0.0007219862595387051 0.0010261085545561972 #632, triangle 211
0.0011567262900399125 0.00021463748912089805 #633, triangle 211
0.0019403038909780537 0.0004524412936950088 #634, triangle 212
0.0005570068658954414 0.0018944277892426575 #635, triangle 212
0.001592263856697378 0.001501275499114197 #636, triangle 212
0.0008883454666273266 0.0011897949770225773 #637, triangle 213
0.0007308494523384256 0.0011480593918853526 #638, triangle 213
0.0005470105252707047 0.0013075069328077197 #639, triangle 213
0.004148197671713671 0.004188095998216979 #640, triangle 214
0.0051961915306899574 0.0011039522590572015 #641, triangle 214
0.0010459369138611627 0.00521615605861025 #642, triangle 214
0.005066482286523676 0.0009777755748440063 #643, triangle 215
0.0011383546568453035 0.005010279334493974 #644, triangle 215
0.004091650018980931 0.003979378076762539 #645, triangle 215
0.004177196713509696 0.004207411268687459 #646, triangle 216
0.005227348294867733 0.001114441517701093 #647, triangle 216
0.0010709707961379655 0.0052424713586419975 #648, triangle 216
0.001113889847001917 0.004915316112895284 #649, triangle 217
0.0009486549922805717 0.004972759762058483 #650, triangle 217
0.003901882235652653 0.00401665239213413 #651, triangle 217
0.003948118498633864 0.003916640833525295 #652, triangle 218
0.0010153247988485719 0.004916620207241872 #653, triangle 218
0.0010600570950725881 0.004900859781660904 #654, triangle 218
0.0010286294027167964 0.005135333856520389 #655, triangle 219
0.004082021498300099 0.004124167937809423 #656, triangle 219
0.005114243861633579 0.0010898516289538905 #657, triangle 219
0.001061480986019386 0.004930823313641167 #658, triangle 220
0.0039825904353914 0.003933503239469149 #659, triangle 220
0.0009904669697927773 0.004955389018640517 #660, triangle 220
0.005474378623147168 0.0015179618444259165 #661, triangle 221
0.001058492889567816 0.005651709733878483 #662, triangle 221
0.004290779697798609 0.004644092267101488 #663, triangle 221
0.0004290194217974493 0.0019029268760330864 #664, triangle 222
0.0005556984618392219 0.0018474916784236252 #665, triangle 222
0.0015674729423572164 0.0014575057856235697 #666, triangle 222
0.0005086261179753163 0.0018539918010066854 #667, triangle 223
0.00046454675549672283 0.001873173865734769 #668, triangle 223
0.001484055038395777 0.0015221073976248777 #669, triangle 223
0.00039296242788155615 0.0005463973994851353 #670, triangle 224
0.00017621505083447725 0.0007100443606850608 #671, triangle 224
0.0006709053591799615 0.00034804223797417266 #672, triangle 224
0.0011120769327142266 0.001977053828618291 #673, triangle 225
0.0016070246592124048 0.0017610377482125909 #674, triangle 225
0.0011963432785022027 0.0018932876912091522 #675, triangle 225
0.005741261580913535 0.0012986449052579474 #676, triangle 226
0.0010816957517376512 0.005815734922734726 #677, triangle 226
0.004551628216188193 0.0047004702381855425 #678, triangle 226
0.00023294562585517197 0.00044749423939600144 #679, triangle 227
0.00033172052699466164 0.00032922821319397505 #680, triangle 227
0.00023514510817094301 0.00044680349138915355 #681, triangle 227
0.0014843189217842335 0.0014446056744994206 #682, triangle 228
0.00048111768484517046 0.0018211121487819663 #683, triangle 228
0.0005244932237027205 0.001801041717093222 #684, triangle 228
0.0025668591077919575 0.0022225503233159172 #685, triangle 229
0.0009609372970302957 0.00288772385347491 #686, triangle 229
0.0005522789933357227 0.003060979645663766 #687, triangle 229
0.0010358131387980028 0.005312475195448735 #688, triangle 230
0.004187935018150258 0.004282856311810438 #689, triangle 230
0.001172361200852603 0.005264964972121023 #690, triangle 230
0.000572843806067685 0.002138831798212551 #691, triangle 231
0.0017891711939627614 0.0016884345826689436 #692, triangle 231
0.0004435980084970239 0.0021894183815325077 #693, triangle 231
0.000337621606338995 0.00047401102374252453 #694, triangle 232
0.0002653576236002703 0.0005452607190474355 #695, triangle 232
0.0003736321478130024 0.0005057642372194125 #696, triangle 232
0.000352330660942034 0.000623429264861298 #697, triangle 233
0.00027087144363281945 0.0006879486228823857 #698, triangle 233
0.0004885701689669893 0.0006116172210692118 #699, triangle 233
0.0005105036729627873 0.0003153345075804196 #700, triangle 234
0.0004301921586950464 0.0004574235838580055 #701, triangle 234
0.0004954867294557833 0.00032939337014579046 #702, triangle 234
0.0004893134904626589 0.0004492094986969725 #703, triangle 235
0.0005428918124946705 0.00033108326270685554 #704, triangle 235
0.0005207758118235666 0.00035175356598134556 #705, triangle 235
0.0006551453786991702 0.00026164761118579246 #706, triangle 236
0.0005779701130733081 0.0003543431695606485 #707, triangle 236
0.000592479179852666 0.00044583175476756653 #708, triangle 236
0.0006280972977066643 0.0002413057886073648 #709, triangle 237
0.000530315634709699 0.0003552343021115424 #710, triangle 237
0.00039386612319863715 0.0005799698196918516 #711, triangle 237
0.0006857994065786186 0.000389850833547371 #712, triangle 238
0.0007703657600051741 0.00027946041856141923 #713, triangle 238
0.0006885397385563356 0.0005263637967900002 #714, triangle 238
0.0005539422025433982 0.0003002431830483743 #715, triangle 239
0.0005512657436652936 0.00030318442430130467 #716, triangle 239
0.0004768249593757823 0.0004718359588798397 #717, triangle 239
0.00036426090027915503 0.0003081614892750489 #718, triangle 240
0.00042992948211535687 0.00025233210219933745 #719, triangle 240
0.00029537781280986346 0.00041315060461294374 #720, triangle 240
0.00030083502152835766 0.0005934749531983649 #721, triangle 241
0.0003232707876844077 0.0005734765616426535 #722, triangle 241
0.00051775791481633 0.0004803475960620036 #723, triangle 241
0.0006578893429649473 0.0005834567804646017 #724, triangle 242
0.00032157012749431087 0.0007583053924711897 #725, triangle 242
0.0003715589613243768 0.000719221252590519 #726, triangle 242
0.0006819219776121269 0.0003444824548150044 #727, triangle 243
0.0006960324729076985 0.0003271115861603224 #728, triangle 243
0.000568744563466158 0.0005954663467727469 #729, triangle 243
0.0002764832933500741 0.0007709794170415728 #730, triangle 244
0.00057019818384352 0.0006672327083467961 #731, triangle 244
0.0007206686566019916 0.00034852629863136594 #732, triangle 244
0.0003544937229170831 0.0007170412224494583 #733, triangle 245
0.0006768998584744658 0.000560920264746076 #734, triangle 245
0.0007770934863753256 0.00026801137375622374 #735, triangle 245
0.0009235141595483029 0.0002273922232592758 #736, triangle 246
0.00040776883932425547 0.0008135916651970022 #737, triangle 246
0.0008167052183184647 0.0006012422184902882 #738, triangle 246
0.000556574397546678 0.00018775782302876383 #739, triangle 247
0.0003769619615038408 0.00036858899041928526 #740, triangle 247
0.00019787508170575541 0.000554467430326889 #741, triangle 247
0.0003167326933978584 0.0006978665349690271 #742, triangle 248
0.00031945213789041167 0.0006957975651985064 #743, triangle 248
0.0005862900151626175 0.0005823422221083557 #744, triangle 248
0.0004501572839518108 0.000678709035813687 #745, triangle 249
0.0008682411784935933 0.00016347326097256127 #746, triangle 249
0.0008106115613580961 0.00043356226937778117 #747, triangle 249
0.002414636077669648 0.0016707881754345465 #748, triangle 250
0.001234494584089665 0.002318496804577072 #749, triangle 250
0.0006199810726872708 0.0026971765506904376 #750, triangle 250
0.00020244932520306646 0.0005135329809315013 #751, triangle 251
0.0005097927595215594 0.00021763464188423792 #752, triangle 251
0.0003473933820503348 0.0003617854817554642 #753, triangle 251
0.0005596805204213514 0.000698005222149244 #754, triangle 252
0.000724435192021599 0.00036688488564430555 #755, triangle 252
0.00026337452868709386 0.0007959503600692669 #756, triangle 252
0.0011349268546414332 0.0003791698501754872 #757, triangle 253
0.0011327245715396644 0.0003831007459300533 #758, triangle 253
0.000928410967916408 0.0009240976726950692 #759, triangle 253
0.0007419069279611892 0.000455501411183611 #760, triangle 254
0.000521461474554387 0.00081954534312893 #761, triangle 254
0.0008945717982682248 0.00023996218054162706 #762, triangle 254
0.0002878872060421392 0.0010615243960469096 #763, triangle 255
0.0007922854714922478 0.0008943890140434729 #764, triangle 255
0.0010095540566692814 0.0003840049914282854 #765, triangle 255
0.0009404879505179974 0.000870903554784262 #766, triangle 256
0.0011230086264621228 0.0003616006337628148 #767, triangle 256
0.0010873686175925236 0.00042192622232765746 #768, triangle 256
0.00030319211599494204 0.0006200361387596174 #769, triangle 257
0.0006391312897641395 0.0002277106472892711 #770, triangle 257
0.00047504127105068254 0.0004019289697214236 #771, triangle 257
0.0010214306177829108 0.0007678601805956505 #772, triangle 258
0.0009643149037046368 0.000690046287824424 #773, triangle 258
0.0011015773984414516 0.0005531926975207412 #774, triangle 258
0.0009582702169546651 0.0009188561610174485 #775, triangle 259
0.0011584399767774164 0.00037165534143457384 #776, triangle 259
0.0011383068357243473 0.0004072740224226147 #777, triangle 259
0.000835054495736949 0.0006826879018024695 #778, triangle 260
0.0009660535432110873 0.0002698586829571874 #779, triangle 260
0.0003994291847262799 0.0008881025693078415 #780, triangle 260
0.0003647030975908492 0.0008254843372584339 #781, triangle 261
0.0007201231763427351 0.0006708822305226062 #782, triangle 261
0.000327601802786987 0.0008510190389943616 #783, triangle 261
0.0006637538828616223 0.0006533307676926571 #784, triangle 262
0.00033902481053333245 0.0007922822596322178 #785, triangle 262
0.00034653408062143044 0.0007868488424106588 #786, triangle 262
0.001642669731632637 0.0017182955742700054 #787, triangle 263
0.0005490387310671683 0.002070995301450245 #788, triangle 263
0.0004540127649216173 0.002109000103001944 #789, triangle 263
0.0010711759062623622 0.005066197387646172 #790, triangle 264
0.004064406059049731 0.004055017718355855 #791, triangle 264
0.0010577487194073038 0.005070897200546898 #792, triangle 264
0.0002979242612667096 0.00046968298354818096 #793, triangle 265
0.00033033697957353283 0.0003945207427093329 #794, triangle 265
0.0002442975751620485 0.00048790228649547466 #795, triangle 265
0.004253145109807954 0.00437861623190896 #796, triangle 266
0.0013075388156569897 0.005344793423156732 #797, triangle 266
0.0011417175489060907 0.0054077458080516025 #798, triangle 266
0.0005674555159542997 0.0008080928758007894 #799, triangle 267
0.0007847810470976515 0.0004040068651544495 #800, triangle 267
0.000907062015639891 0.00019772056567802748 #801, triangle 267
0.0003356041506622512 0.002376144486874615 #802, triangle 268
0.0009907345663207339 0.0020488666536004293 #803, triangle 268
0.0021071189522080995 0.0014569891507919164 #804, triangle 268
0.000462175895847239 0.0003186509958243322 #805, triangle 269
0.0003715269328421462 0.00047696500772917335 #806, triangle 269
0.000519154270601764 0.00026074834294909305 #807, triangle 269
0.00010181061466595586 0.0012062222104781445 #808, triangle 270
0.0005150056231572812 0.001014985896458251 #809, triangle 270
0.0010807913439945841 0.0006989054925993794 #810, triangle 270
0.0006469047216235475 0.00041302763931425627 #811, triangle 271
0.0005833917896678599 0.0003681876376277809 #812, triangle 271
0.000703761081806108 0.00020640234614429254 #813, triangle 271
0.0004905873357796506 0.003729740341814977 #814, triangle 272
0.0030849414100888066 0.0027503045510408526 #815, triangle 272
0.0009863742071869548 0.003562377405571186 #816, triangle 272
0.0003845256570151593 0.00041016305404392966 #817, triangle 273
0.0002219834009936276 0.0005883211837195197 #818, triangle 273
0.00019116233040729046 0.000594778926545638 #819, triangle 273
0.0004557988885957537 0.0006825823357477665 #820, triangle 274
0.0008234845663069808 0.00042859552332377167 #821, triangle 274
0.0001494669234969972 0.0008803062465882505 #822, triangle 274
0.0003248987555976932 0.002722611497818883 #823, triangle 275
0.0019354638045927818 0.0022865556642151096 #824, triangle 275
0.0025467951333758344 0.0008132822089458942 #825, triangle 275
0.0010432865542129768 0.00025443661381832064 #826, triangle 276
0.0007244346353584611 0.0009013358441382381 #827, triangle 276
0.0009532556620936605 0.00041543745207235427 #828, triangle 276
0.0008360564135310368 0.0028326295330309195 #829, triangle 277
0.0024849948835754384 0.002176709563658652 #830, triangle 277
0.0004000808468646616 0.002986971622847193 #831, triangle 277
0.0008082155254042514 0.001151205867812319 #832, triangle 278
0.0011348025212615004 0.000517365994395766 #833, triangle 278
0.0001250763434399767 0.0013068343033361255 #834, triangle 278
0.0014761663609188442 0.000896735873415835 #835, triangle 279
0.00033575962167405846 0.0018252127630263744 #836, triangle 279
0.0009859345617578973 0.0016780352107160542 #837, triangle 279
0.002299282411103468 0.0031813116397550892 #838, triangle 280
0.003178543359348773 0.0014468402171018276 #839, triangle 280
0.0005296980839240107 0.0036227635137804624 #840, triangle 280
0.0015120895322278997 0.001556434012994451 #841, triangle 281
0.0007883569280791867 0.0022797661464518007 #842, triangle 281
0.002268547255681267 0.0008405662960969019 #843, triangle 281
0.0004353328558942021 0.00026349994090806434 #844, triangle 282
0.0003502005453786721 0.00031754425971722283 #845, triangle 282
0.00044462565134630706 0.00023622749240603165 #846, triangle 282
0.0010501117236049833 0.00020672199596420587 #847, triangle 283
0.0009339602522704493 0.00042544765971200575 #848, triangle 283
0.0006890439098178063 0.0009184258905474309 #849, triangle 283
0.00036884883238858765 0.0005963789017797113 #850, triangle 284
0.0006349828157705634 0.0002383774837547009 #851, triangle 284
0.0005156953732489943 0.00037306929619222603 #852, triangle 284
0.0008319276665443566 0.0011097306808531392 #853, triangle 285
0.00017163155043859992 0.001276358075142233 #854, triangle 285
0.0011366467557859215 0.0004813853365346937 #855, triangle 285
0.0002446773503022026 0.0033857788390407426 #856, triangle 286
0.0030265176303818624 0.0012008666177724312 #857, triangle 286
0.0022098523059434984 0.0029273452515710297 #858, triangle 286
0.00021982948553872752 0.0005781537921720415 #859, triangle 287
0.00017034096984274184 0.000588087732761463 #860, triangle 287
0.00040882352977359457 0.00036911021086657807 #861, triangle 287
0.0002464601648284209 0.0028312098982320164 #862, triangle 288
0.0026016573870125863 0.0008994551739345819 #863, triangle 288
0.001945634493236821 0.0024043499967324514 #864, triangle 288
0.0004084832624961464 0.0003690334118634426 #865, triangle 289
0.00021957997136355377 0.0005778618741502932 #866, triangle 289
0.0001704253235503614 0.0005877301160768444 #867, triangle 289
0.0010890215912230349 0.007247931894872673 #868, triangle 290
0.001880481606670349 0.006972477680704529 #869, triangle 290
0.005968903084077891 0.0054185320184956766 #870, triangle 290
0.0025962976119927182 0.006201872803161966 #871, triangle 291
0.004319430667349233 0.004313006638831202 #872, triangle 291
0.006203549137420435 0.002589614237756532 #873, triangle 291
0.0005884725691369951 0.0002466077478371305 #874, triangle 292
0.0004239958512525493 0.0003847572355614294 #875, triangle 292
0.0005984984097412769 0.00020243866124529242 #876, triangle 292
0.002029605589320119 0.00822158831957914 #877, triangle 293
0.0017964356355655421 0.008311520774748985 #878, triangle 293
0.006728905685244776 0.006549747382380227 #879, triangle 293
0.0009948191283840834 0.00021838878932529997 #880, triangle 294
0.0007423228268444203 0.0005575543154443122 #881, triangle 294
0.00044475149372119117 0.0009484719086405183 #882, triangle 294
0.007707892237330288 0.005597762299859968 #883, triangle 295
0.009368390114702429 0.0037844239200119003 #884, triangle 295
0.005645332310122315 0.008788514427936104 #885, triangle 295
0.0007722040841448049 0.000515737923661593 #886, triangle 296
0.0007184662955328567 0.00042342113911086215 #887, triangle 296
0.000850082220351971 0.0002354100314791582 #888, triangle 296
0.0021389185393086855 0.010079273897928256 #889, triangle 297
0.00815747890066891 0.008025588365424177 #890, triangle 297
0.001942826546922943 0.010145233274140807 #891, triangle 297
0.00029638822684297113 0.00026577247723799793 #892, triangle 298
0.00012329151925274365 0.00033796763015445477 #893, triangle 298
0.00035352365709865046 0.00009352371069305889 #894, triangle 298
0.0009923040406731925 0.0009855341161177451 #895, triangle 299
0.00035956368537026914 0.0012205991066906105 #896, triangle 299
0.0003664795007922507 0.0012171661944095867 #897, triangle 299
0.0003599528545638234 0.001112574370270829 #898, triangle 300
0.000898864034378983 0.0009114754151970546 #899, triangle 300
0.0003716552671303365 0.0011061430419494066 #900, triangle 300
0.0002459375505175527 0.00022793842851046055 #901, triangle 301
0.00011015557968673554 0.00028454620609455125 #902, triangle 301
0.00009452906907463545 0.00029376417094197587 #903, triangle 301
0.0002885381108762742 0.00022074270767211823 #904, triangle 302
0.00014821527737094993 0.0002924025081620092 #905, triangle 302
0.00009497463625691448 0.00032722857195385574 #906, triangle 302
0.00014821906479107731 0.00029245049976621163 #907, triangle 303
0.00009498054671081098 0.00032727145664852 #908, triangle 303
0.00028856923773954145 0.00022078339279074804 #909, triangle 303
0.00028370114682846684 0.0002531682516203437 #910, triangle 304
0.0002598007666810558 0.00026811957227085677 #911, triangle 304
0.0002865889315933426 0.0002476880537325503 #912, triangle 304
0.001682372257938071 0.0005475349662619099 #913, triangle 305
0.00029266167944472585 0.001785296207557409 #914, triangle 305
0.0012912259796370035 0.0014960997111138662 #915, triangle 305
0.0004440299569258563 0.0013369502544434034 #916, triangle 306
0.0011409734506762556 0.001060491063307759 #917, triangle 306
0.0003615528076582909 0.0013777419688480248 #918, triangle 306
0.0015220192516979725 0.0005205754787747844 #919, triangle 307
0.0003071799671633139 0.0016158407813468916 #920, triangle 307
0.0011716758897517803 0.0013578889923792357 #921, triangle 307
0.00033712130535244966 0.001950829443932666 #922, triangle 308
0.0014301033308444806 0.001626901552612338 #923, triangle 308
0.0005824566047331105 0.0018519522985726352 #924, triangle 308
0.00029067417781381596 0.00033496575313401593 #925, triangle 309
0.0002584982983033403 0.0004001574109759973 #926, triangle 309
0.00022249103104974219 0.00041293755018870844 #927, triangle 309
0.0006363438720894487 0.0020241040726659046 #928, triangle 310
0.0003259769228182996 0.0021435449406398354 #929, triangle 310
0.0015536411466648894 0.0017917201225365667 #930, triangle 310
0.001409099079682756 0.0022886504865740785 #931, triangle 311
0.002463328661708241 0.0016698695524374365 #932, triangle 311
0.0008693323882864357 0.002699559854512387 #933, triangle 311
0.0004881443355823249 0.0004600843408489845 #934, triangle 312
0.0006005262176327978 0.00037184606125730533 #935, triangle 312
0.00039357216690742095 0.0005921604543441911 #936, triangle 312
0.004096857012855435 0.004055999782465107 #937, triangle 313
0.0010387655388610258 0.005099754662545958 #938, triangle 313
0.0010972454262336297 0.005079301935344186 #939, triangle 313
0.0009753998301559181 0.004012238155140434 #940, triangle 314
0.0031599017139302783 0.003337643647114192 #941, triangle 314
0.00071994616196502 0.004101202132846013 #942, triangle 314
0.0006159894399468801 0.0032286474574020965 #943, triangle 315
0.0008721112856842356 0.00312872805306473 #944, triangle 315
0.002653022611739809 0.002454010737499475 #945, triangle 315
0.0012107319137758632 0.004178437521826271 #946, triangle 316
0.0008096095035792379 0.004337051281887749 #947, triangle 316
0.0035794501236830743 0.003263646008877649 #948, triangle 316
0.000380638625377571 0.0003631951167300898 #949, triangle 317
0.000179604234696753 0.0005576505319532279 #950, triangle 317
0.0002009156540523672 0.000553270697422888 #951, triangle 317
0.0008251527913147362 0.004496462094357126 #952, triangle 318
0.001044069828951271 0.004419973254233536 #953, triangle 318
0.003494234999148267 0.0036470386213799852 #954, triangle 318
0.0008639393143557801 0.004753670499963425 #955, triangle 319
0.0011078575547177293 0.004668595918596153 #956, triangle 319
0.0038580070520435657 0.0036880436304208386 #957, triangle 319
0.0035982720477460246 0.003740181976748411 #958, triangle 320
0.0008620161749355699 0.004616454822202174 #959, triangle 320
0.0010647049800033119 0.004545413121427068 #960, triangle 320
0.0005427121395019104 0.0029575690693028063 #961, triangle 321
0.002269305951572972 0.002415385472012455 #962, triangle 321
0.0028843550192102895 0.000742403542606108 #963, triangle 321
0.0010522628057005514 0.0004360766241811216 #964, triangle 322
0.00035515833959053083 0.0010703607979774441 #965, triangle 322
0.000685600297162513 0.0007566296115218362 #966, triangle 322
0.0023681366918023596 0.002506797098518886 #967, triangle 323
0.003005004093670146 0.0007620594945838147 #968, triangle 323
0.0005720573048258063 0.0030744958597755247 #969, triangle 323
0.0032848784294272296 0.0008056981811674637 #970, triangle 324
0.0006324396058398996 0.003347492962843335 #971, triangle 324
0.00259581929564498 0.0027207959055975156 #972, triangle 324
0.0005204770190561232 0.00021632656826269648 #973, triangle 325
0.00038536302456093586 0.00034674512849683814 #974, triangle 325
0.0002539044741390008 0.0005101903063118192 #975, triangle 325
0.00038624129251796927 0.0006137894378910747 #976, triangle 326
0.0007550769829021212 0.0001820441441546205 #977, triangle 326
0.0006962816049206573 0.0004187625003317012 #978, triangle 326
