SKEWS FOR SHAPE PARAMETERS
1.5707972875121847 #289, triangle 97
1.5707972118551083 #290, triangle 97
1.5707956044399314 #291, triangle 97
1.570795370956874 #292, triangle 98
1.570796090081164 #293, triangle 98
1.5707943889933358 #294, triangle 98
1.5707961678926847 #295, triangle 99
1.5707961946468427 #296, triangle 99
1.5707959218860095 #297, triangle 99
1.5706185908967092 #298, triangle 100
1.5709934440231592 #299, triangle 100
1.571438857079835 #300, triangle 100
1.5704389678343913 #301, triangle 101
1.5709279753685044 #302, triangle 101
1.571053760052846 #303, triangle 101
1.5707853954473894 #304, triangle 102
1.5707843658460023 #305, triangle 102
1.5707912939239193 #306, triangle 102
1.570791881390006 #307, triangle 103
1.5707726572300662 #308, triangle 103
1.5707503596357555 #309, triangle 103
1.5714864597964784 #310, triangle 104
1.5705769443019564 #311, triangle 104
1.571007749609673 #312, triangle 104
1.5707940515828898 #313, triangle 105
1.570791603684315 #314, triangle 105
1.5707961733451241 #315, triangle 105
1.5707954910365303 #316, triangle 106
1.5707923008111795 #317, triangle 106
1.5707904711676917 #318, triangle 106
1.5708391880436823 #319, triangle 107
1.5708346582458244 #320, triangle 107
1.5709269369124172 #321, triangle 107
1.5707876140432802 #322, triangle 108
1.570789102831867 #323, triangle 108
1.570793672611348 #324, triangle 108
1.5714735988416442 #325, triangle 109
1.5705808885169505 #326, triangle 109
1.5710035958039987 #327, triangle 109
1.5707947714958983 #328, triangle 110
1.5707906414420858 #329, triangle 110
1.5707917101520772 #330, triangle 110
1.5707835219488182 #331, triangle 111
1.5707948305022872 #332, triangle 111
1.5707770101482703 #333, triangle 111
1.5709342977241607 #334, triangle 112
1.5708468285972532 #335, triangle 112
1.570831492780093 #336, triangle 112
1.571480246204434 #337, triangle 113
1.570578484426389 #338, triangle 113
1.5710054834760345 #339, triangle 113
1.5707837494150179 #340, triangle 114
1.570847921304975 #341, triangle 114
1.5709352568408816 #342, triangle 114
1.5707779523903973 #343, triangle 115
1.5707771800965846 #344, triangle 115
1.5707725480520436 #345, triangle 115
1.5708043808815286 #346, triangle 116
1.5707997280938584 #347, triangle 116
1.5707974674555252 #348, triangle 116
1.5707979512466796 #349, triangle 117
1.5707941594620338 #350, triangle 117
1.570794555891775 #351, triangle 117
1.5708074167888744 #352, triangle 118
1.5708004067935701 #353, triangle 118
1.5707985195763983 #354, triangle 118
1.5708015986499313 #355, triangle 119
1.5707990953494522 #356, triangle 119
1.570809915296529 #357, triangle 119
1.570799291699775 #358, triangle 120
1.5708083293133517 #359, triangle 120
1.5708002488966188 #360, triangle 120
1.5707992747604262 #361, triangle 121
1.5708122259981803 #362, triangle 121
1.5708027881855147 #363, triangle 121
1.571158173266187 #364, triangle 122
1.5706747499067413 #365, triangle 122
1.5709003763009455 #366, triangle 122
1.5706793270476576 #367, triangle 123
1.5708970604382007 #368, triangle 123
1.5711454239213536 #369, triangle 123
1.5706825520948509 #370, triangle 124
1.570891978290348 #371, triangle 124
1.5711322263293295 #372, triangle 124
1.5708897348784716 #373, triangle 125
1.5711024313929929 #374, triangle 125
1.5706989483783869 #375, triangle 125
1.5708889901739684 #376, triangle 126
1.5711073503429043 #377, triangle 126
1.5706950528632218 #378, triangle 126
1.570686442211481 #379, triangle 127
1.5708868015465218 #380, triangle 127
1.5711178220601831 #381, triangle 127
1.570849152803388 #382, triangle 128
1.5711941714427582 #383, triangle 128
1.5706133098144235 #384, triangle 128
1.570816896524813 #385, triangle 129
1.5708043861361694 #386, triangle 129
1.5708005945223307 #387, triangle 129
1.5707971618542993 #388, triangle 130
1.5707889172319505 #389, triangle 130
1.57078508389403 #390, triangle 130
1.570985157179517 #391, triangle 131
1.570736202359192 #392, triangle 131
1.5708533183964553 #393, triangle 131
1.5708060758537632 #394, triangle 132
1.5707946715759349 #395, triangle 132
1.5708002537277594 #396, triangle 132
1.5707980580350407 #397, triangle 133
1.570793853985723 #398, triangle 133
1.5707943226685026 #399, triangle 133
1.570901889467992 #400, triangle 134
1.570831499784088 #401, triangle 134
1.5708264769538456 #402, triangle 134
1.5709131263808567 #403, triangle 135
1.5708373561321043 #404, triangle 135
1.5708277186050146 #405, triangle 135
1.5708517633209702 #406, triangle 136
1.57083733782887 #407, triangle 136
1.5709514603313175 #408, triangle 136
1.5708409109896961 #409, triangle 137
1.5708291121020987 #410, triangle 137
1.5709211662468372 #411, triangle 137
1.5708601851732074 #412, triangle 138
1.5710240895039267 #413, triangle 138
1.5708742551538106 #414, triangle 138
1.5708547944544855 #415, triangle 139
1.570984341536803 #416, triangle 139
1.5708547130516313 #417, triangle 139
1.5709868431871863 #418, triangle 140
1.5708558150917111 #419, triangle 140
1.5708554019909031 #420, triangle 140
1.570985497195558 #421, triangle 141
1.570856429357129 #422, triangle 141
1.57085394626138 #423, triangle 141
1.5707943658853307 #424, triangle 142
1.5707936589544627 #425, triangle 142
1.5707942699555077 #426, triangle 142
1.570857561179402 #427, triangle 143
1.5708540766273749 #428, triangle 143
1.5709876416575186 #429, triangle 143
1.570992292296217 #430, triangle 144
1.570864571877118 #431, triangle 144
1.5708482098016092 #432, triangle 144
1.5708580170648818 #433, triangle 145
1.5710038394065908 #434, triangle 145
1.570863853669415 #435, triangle 145
1.5708655873426691 #436, triangle 146
1.5708588976001545 #437, triangle 146
1.5710083121411789 #438, triangle 146
1.5708693065915065 #439, triangle 147
1.5708591834857384 #440, triangle 147
1.5710147187220822 #441, triangle 147
1.5708317879644944 #442, triangle 148
