ASPECT RATIOS FOR SHAPE PARAMETERS
1.0400843717443244 #301, triangle 101
1.0407719686741295 #302, triangle 101
1.0664551730422418 #303, triangle 101
1.0526797516819946 #304, triangle 102
1.0430510822081873 #305, triangle 102
1.0816329192380354 #306, triangle 102
1.1569514810594743 #307, triangle 103
1.1359184270723144 #308, triangle 103
1.0284817342802146 #309, triangle 103
1.0969136843924763 #310, triangle 104
1.0987236480962048 #311, triangle 104
1.0321186309255908 #312, triangle 104
1.1524344496709376 #313, triangle 105
1.1166912499110693 #314, triangle 105
1.0702821580068416 #315, triangle 105
1.1522133312759408 #316, triangle 106
1.1139556398157904 #317, triangle 106
1.0718825742935973 #318, triangle 106
1.046517569803621 #319, triangle 107
1.0236015464465371 #320, triangle 107
1.0380402145301229 #321, triangle 107
1.044018517015589 #322, triangle 108
1.110158837408816 #323, triangle 108
1.1205797484780702 #324, triangle 108
1.1481852745642858 #325, triangle 109
1.0742047580340843 #326, triangle 109
1.0948829173863848 #327, triangle 109
1.3250914072058668 #328, triangle 110
1.093045663769135 #329, triangle 110
1.2628379310313238 #330, triangle 110
1.1742990266339584 #331, triangle 111
1.376641059365813 #332, triangle 111
1.3078253176175372 #333, triangle 111
1.021508067113251 #334, triangle 112
1.3552001628566002 #335, triangle 112
1.3492162887657753 #336, triangle 112
1.2483662669012097 #337, triangle 113
1.2177637727653117 #338, triangle 113
1.0438745065287518 #339, triangle 113
1.0719276833664606 #340, triangle 114
1.4826040682689465 #341, triangle 114
1.452509154117175 #342, triangle 114
1.0107400389351742 #343, triangle 115
1.1265139311126053 #344, triangle 115
1.1188641452908745 #345, triangle 115
1.3585127448249155 #346, triangle 116
1.42349420629508 #347, triangle 116
1.1084978142565138 #348, triangle 116
1.2419651013015762 #349, triangle 117
1.4533127513395936 #350, triangle 117
1.3283306359481142 #351, triangle 117
1.2436053291776539 #352, triangle 118
1.1074924130323653 #353, triangle 118
1.3167376345467425 #354, triangle 118
1.1348677267378646 #355, triangle 119
1.0578414322841796 #356, triangle 119
1.151910020058669 #357, triangle 119
1.2293491227908995 #358, triangle 120
1.2512867636619898 #359, triangle 120
1.0953354223731442 #360, triangle 120
1.029610594599578 #361, triangle 121
1.015195940975294 #362, triangle 121
1.0280372395827984 #363, triangle 121
1.0594463698334533 #364, triangle 122
1.0368440241890384 #365, triangle 122
1.0842009834286426 #366, triangle 122
1.1508884301730973 #367, triangle 123
1.1218754154003574 #368, triangle 123
1.0653607037233062 #369, triangle 123
1.1188268729407231 #370, triangle 124
1.1073383027578756 #371, triangle 124
1.0442133462170637 #372, triangle 124
1.0200655238718181 #373, triangle 125
1.270860644187543 #374, triangle 125
1.2592515925554564 #375, triangle 125
1.1428701138742914 #376, triangle 126
1.0574011946611255 #377, triangle 126
1.1013834311438686 #378, triangle 126
1.07487471157667 #379, triangle 127
1.0082393784256314 #380, triangle 127
1.078903845824849 #381, triangle 127
1.2513501211940714 #382, triangle 128
1.1294499109213911 #383, triangle 128
1.1758020316833955 #384, triangle 128
1.0244367904423026 #385, triangle 129
1.059360810637835 #386, triangle 129
1.0747861116062116 #387, triangle 129
1.1432826077797411 #388, triangle 130
1.1454298794891622 #389, triangle 130
1.046166576249724 #390, triangle 130
1.059184131770312 #391, triangle 131
1.0327300166973337 #392, triangle 131
1.0722085204063527 #393, triangle 131
1.1467631465586305 #394, triangle 132
1.2780230439993543 #395, triangle 132
1.1908032553233976 #396, triangle 132
