ASPECT RATIOS FOR JACOBIAN
1.0900134292981527 #455, triangle 152
-0.9478513133872957 #456, triangle 152
1.0473245472215034 #457, triangle 153
1.0450205277184266 #458, triangle 153
-0.8866432908690333 #459, triangle 153
1.6508073434065085 #460, triangle 154
1.0628627356249543 #461, triangle 154
-0.8583614238069986 #462, triangle 154
1.2456620620956986 #463, triangle 155
2.037895553940535 #464, triangle 155
-0.7321746379758337 #465, triangle 155
1.0017488584599703 #466, triangle 156
1.3001858662865367 #467, triangle 156
-0.9421735988110528 #468, triangle 156
1.2066931880314538 #469, triangle 157
2.845324224222312 #470, triangle 157
-0.7938068985240027 #471, triangle 157
1.0043860188836102 #472, triangle 158
1.0844180065812854 #473, triangle 158
-0.963943978903787 #474, triangle 158
1.1853240793333042 #475, triangle 159
1.656191885693024 #476, triangle 159
-0.551544534926991 #477, triangle 159
2.1402632220326265 #478, triangle 160
1.1733249114295383 #479, triangle 160
-0.9187447386942312 #480, triangle 160
1.0070956284935613 #481, triangle 161
2.3925562789239168 #482, triangle 161
-0.5705335636136625 #483, triangle 161
1.0958655942099857 #484, triangle 162
10.580334931131915 #485, triangle 162
-0.6538969062380892 #486, triangle 162
1.1833105268870552 #487, triangle 163
1.0020650701505076 #488, triangle 163
-0.8634690151501945 #489, triangle 163
1.093501309203524 #490, triangle 164
1.645122632880515 #491, triangle 164
-0.5032642597625706 #492, triangle 164
1.0656182597419925 #493, triangle 165
7.009999655184416 #494, triangle 165
-0.7821753893369081 #495, triangle 165
1.007210060306228 #496, triangle 166
1.240055368663939 #497, triangle 166
-0.9760091442195338 #498, triangle 166
1.5523041153624828 #499, triangle 167
1.0224891634194595 #500, triangle 167
-0.8245732216118491 #501, triangle 167
1.837672063930397 #502, triangle 168
1.108039871097953 #503, triangle 168
-0.9491082485561821 #504, triangle 168
1.0319302512462762 #505, triangle 169
1.250033017565352 #506, triangle 169
-0.41523959453232745 #507, triangle 169
1.0811790595959108 #508, triangle 170
1.168530609255606 #509, triangle 170
-0.935352894445892 #510, triangle 170
1.1167361662022053 #511, triangle 171
1.708445565689837 #512, triangle 171
-0.4995681444409055 #513, triangle 171
1.233787974717487 #514, triangle 172
1.1433931530317023 #515, triangle 172
-0.7096900009977565 #516, triangle 172
1.1833356092736365 #517, triangle 173
1.145769954685443 #518, triangle 173
-0.4702282508944009 #519, triangle 173
1.0036337851886104 #520, triangle 174
1.1369287878690422 #521, triangle 174
-0.9676538189911564 #522, triangle 174
1.0394587710805738 #523, triangle 175
1.0796572920979683 #524, triangle 175
-0.94064601451 #525, triangle 175
1.4362858722678002 #526, triangle 176
1.0083507937700158 #527, triangle 176
-0.8266879707925957 #528, triangle 176
1.2304494387912945 #529, triangle 177
1.574660265592945 #530, triangle 177
-0.5877217829501269 #531, triangle 177
1.5330467564868553 #532, triangle 178
1.0609582956752917 #533, triangle 178
-0.8858212207170804 #534, triangle 178
1.1996903022591798 #535, triangle 179
1.6091078497431253 #536, triangle 179
-0.6187630305604893 #537, triangle 179
1.054823377192749 #538, triangle 180
1.0352156956945637 #539, triangle 180
-0.9168456665492647 #540, triangle 180
1.1779433744557253 #541, triangle 181
1.101118120988674 #542, triangle 181
-0.9091883249160222 #543, triangle 181
1.0338608963567397 #544, triangle 182
1.0100230988939396 #545, triangle 182
-0.9057699885159209 #546, triangle 182
1.288079534697122 #547, triangle 183
1.0019824599664677 #548, triangle 183
-0.7857978121256584 #549, triangle 183
1.267052483231985 #550, triangle 184
1.9445777206752701 #551, triangle 184
-0.7180559671256799 #552, triangle 184
1.114453184270353 #553, triangle 185
1.3735236961556943 #554, triangle 185
-0.4428322883497936 #555, triangle 185
1.270841249766054 #556, triangle 186
1.7142134601341987 #557, triangle 186
-0.6170835658154245 #558, triangle 186
1.5923462749931943 #559, triangle 187
1.0358677417145972 #560, triangle 187
-0.8392766964530244 #561, triangle 187
1.1712849922548063 #562, triangle 188
1.2871639008507494 #563, triangle 188
-0.8816717612997481 #564, triangle 188
1.1001557966620352 #565, triangle 189
