ASPECT RATIOS FOR JACOBIAN
1.0045040229919993 #308, triangle 103
1.001483250322832 #309, triangle 103
1.2436964751615585 #310, triangle 104
1.3628876076020489 #311, triangle 104
1.5491890315011865 #312, triangle 104
1.0148036798394795 #313, triangle 105
1.0399845714914713 #314, triangle 105
1.1224144624595997 #315, triangle 105
1.246974939872336 #316, triangle 106
1.2452169050614954 #317, triangle 106
1.4921014576424565 #318, triangle 106
1.523962136447426 #319, triangle 107
1.5232017948720165 #320, triangle 107
1.824703114498513 #321, triangle 107
1.2494003114568257 #322, triangle 108
1.4953982483607047 #323, triangle 108
1.2482325680470232 #324, triangle 108
1.5305351170623087 #325, triangle 109
1.5285240482418954 #326, triangle 109
1.8272175251583302 #327, triangle 109
1.508934923070124 #328, triangle 110
1.5089009572689507 #329, triangle 110
1.798282660696903 #330, triangle 110
1.4953395731261045 #331, triangle 111
1.246117175110637 #332, triangle 111
1.246113237732268 #333, triangle 111
1.4709755344059645 #334, triangle 112
1.4793635569170547 #335, triangle 112
1.7476292698265223 #336, triangle 112
1.2463026400762662 #337, triangle 113
1.2523569213252244 #338, triangle 113
1.4882862770799168 #339, triangle 113
1.5086122370636506 #340, triangle 114
1.5015961191543272 #341, triangle 114
1.744131350069346 #342, triangle 114
1.3976479570688034 #343, triangle 115
1.4330458776275297 #344, triangle 115
1.68235260086795 #345, triangle 115
1.5242610857627474 #346, triangle 116
1.8034941203375974 #347, triangle 116
1.5293691439483132 #348, triangle 116
1.4525774868307297 #349, triangle 117
1.2272013145592013 #350, triangle 117
1.2472188563951838 #351, triangle 117
1.0589248604772126 #352, triangle 118
1.0616520378142886 #353, triangle 118
1.2656507905614505 #354, triangle 118
1.2452675508539517 #355, triangle 119
1.2470145645317807 #356, triangle 119
1.4921817397212833 #357, triangle 119
1.007279094142699 #358, triangle 120
1.1438044844533242 #359, triangle 120
1.0152215214716576 #360, triangle 120
1.0529272113127048 #361, triangle 121
1.0691079442203353 #362, triangle 121
1.242466140365395 #363, triangle 121
1.0775729833182541 #364, triangle 122
1.0852665488265967 #365, triangle 122
1.274320806643668 #366, triangle 122
1.0394315720349052 #367, triangle 123
1.0162477902810618 #368, triangle 123
1.125396217895655 #369, triangle 123
1.088684440990287 #370, triangle 124
1.096631282201647 #371, triangle 124
1.2911775501855443 #372, triangle 124
1.2463224501734667 #373, triangle 125
1.2511147087556194 #374, triangle 125
1.4896144082266112 #375, triangle 125
1.1612768475577235 #376, triangle 126
1.3491888836757213 #377, triangle 126
1.1753928103130067 #378, triangle 126
1.1072105208532228 #379, triangle 127
1.1093293337560535 #380, triangle 127
1.326414930366902 #381, triangle 127
1.083395759125468 #382, triangle 128
1.2958026003539063 #383, triangle 128
1.0779090250680865 #384, triangle 128
1.099004288707635 #385, triangle 129
1.2808602068933435 #386, triangle 129
1.0855083465231807 #387, triangle 129
